플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,1.4,1,2,1,37.4,21,11.251336898395722,420.8
치지직,하루 님,3.8,5,5,2,22.8,14,7.245614035087719,165.2
치지직,비올레티,5,3,1,10,2.2,17,11.454545454545455,25.2
치지직,NARAE H,5.2,2,3,9,2.4,18,11.25,27
치지직,너구리OwO,5.6,4,7,5,7.9,15,5.734177215189874,45.3
치지직,뚜루쿤,5.8,5,8,4,12.9,14,5.565891472868217,71.8
치지직,비빔밥워리어민철,8.6,7,6,12,3.5,11,7.142857142857143,25
치지직,냐아초,8.6,7,15,3,25.9,11,3.945945945945946,102.2
치지직,GrtF5SL,11,7,17,7,10.1,11,3.633663366336634,36.7
치지직,김파인애플,11,11,9,13,4.7,10,5.191489361702128,24.4
치지직,릴테이프,11.4,15,13,8,8.4,8,4.142857142857143,34.8
치지직,Silecat,12.8,20,16,6,10,7,3.71,37.1
치지직,도그홀,13,11,4,23,1.4,10,8.214285714285714,11.5
치지직,안룡98,14.6,15,10,19,2.9,8,4.827586206896552,14
치지직,럽샥,15,11,11,21,2.6,10,4.8076923076923075,12.5
치지직,피그루,15.4,15,20,11,7.4,8,3.391891891891892,25.1
치지직,강 혜 성,15.8,7,21,15,7.1,11,3.1549295774647885,22.4
치지직,서레이 SeoREI,16.8,20,12,20,3.1,7,4.193548387096774,13
치지직,삼하나31,17,15,19,16,5.3,8,3.4716981132075473,18.4
치지직,Hosang Rifle,17.8,15,23,14,8,8,2.9125,23.3
치지직,우묘,18.4,20,18,18,4.1,7,3.5121951219512195,14.4
치지직,Earth hippo 하마,19.2,20,13,25,2.1,7,4.142857142857143,8.7
치지직,Y2R,23.2,14,27,24,4.3,9,2.2790697674418605,9.8
치지직,무박이,24,24,31,17,7.4,6,1.972972972972973,14.6
치지직,포트나이트 티렉스TREX,25,25,28,22,5.4,4,2.259259259259259,12.2
치지직,구희수,25,25,24,26,1.4,4,2.7857142857142856,3.9
치지직,국산티타늄당근,25.8,25,25,27,1.3,4,2.6923076923076925,3.5
SOOP,릴테이프,28.2,29,22,34,0.1,3,3,0.3
치지직,쇼살마,28.6,29,26,31,0.8,3,2.5,2
치지직,Aeris ow,28.6,25,29,30,1,4,2.1,2.1
치지직,DUKE 듀크,30.2,29,30,31,1,3,2,2
치지직,에그머니야,30.2,29,34,27,4,3,0.875,3.5
치지직,CHZZK KMG,30.6,29,33,29,2.8,3,0.9285714285714286,2.6
치지직,도타치,32.8,34,32,33,1.6,2,0.9375,1.5
치지직,도타블,35,35,35,35,0.7,1,0.2857142857142857,0.2
