플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,1.6,2,2,1,22.1,18,8.714932126696832,192.6
치지직,하루 님,4,4,6,2,25.8,15,6.37984496124031,164.6
치지직,너구리OwO,5.4,7,7,3,20.1,12,6.313432835820896,126.9
치지직,명탄,6,4,9,4,20.1,15,5.129353233830845,103.1
치지직,Hosang Rifle,6.2,3,3,11,3.4,17,7.147058823529412,24.3
치지직,망쵸,8.2,1,1,19,0.9,19,15.88888888888889,14.3
치지직,Tonteria,9,7,4,15,2.8,12,6.75,18.9
치지직,전투개미,9,7,11,8,9.1,12,4.6923076923076925,42.7
치지직,냐아초,10.2,11,15,5,19.6,10,3.423469387755102,67.1
치지직,서레이 SeoREI,11,11,16,6,14.7,10,3.3469387755102042,49.2
치지직,나루다,11.2,4,8,18,2.5,15,5.76,14.4
치지직,뚜루쿤,11.4,13,12,10,7,9,4.6,32.2
치지직,XINWU,12.4,10,5,21,1.8,11,6.722222222222222,12.1
치지직,사초21,13.2,14,10,16,3.7,8,4.8108108108108105,17.8
치지직,임놕녛,14.6,17,14,14,5.4,6,3.5925925925925926,19.4
치지직,GrtF5SL,15.2,16,23,7,19.6,7,2.188775510204082,42.9
치지직,릴테이프,15.4,17,18,12,7.7,6,2.935064935064935,22.6
치지직,장수덕,16.2,21,17,13,6.2,5,3.193548387096774,19.8
치지직,무박이,16.6,21,22,9,17.4,5,2.206896551724138,38.4
치지직,피그루,19.4,17,20,20,5.1,6,2.411764705882353,12.3
치지직,Arta,19.6,14,19,23,2.2,8,2.909090909090909,6.4
치지직,Y2R,19.8,17,24,17,6.9,6,2.1594202898550723,14.9
치지직,Earth hippo 하마,21.4,21,13,30,0.4,5,3.75,1.5
치지직,김파인애플,21.4,21,21,22,4,5,2.325,9.3
치지직,예술개발자 혀니,25.4,27,26,24,3.2,3,1.875,6
치지직,비빔밥워리어민철,26.6,25,25,29,1,4,2.1,2.1
치지직,물리몰리,27,27,28,26,2.2,3,1.7272727272727273,3.8
치지직,삼하나31,27,27,27,27,2,3,1.8,3.6
치지직,우묘,27.8,25,30,27,2.8,4,1.2857142857142858,3.6
치지직,링글스프,27.8,27,31,25,4,3,1.075,4.3
치지직,에그머니야,29.4,27,29,31,0.9,3,1.5555555555555556,1.4
치지직,R3JER4,32.4,32,33,32,2.4,2,0.5416666666666666,1.3
치지직,성실적,32.6,33,32,33,0.2,1,1,0.2
치지직,임뱀,34,34,34,34,0.1,0,0,0
