플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,2.2,1,4,1,58,21,8.348275862068965,484.2
치지직,래삥,4,2,2,7,5.3,20,10.09433962264151,53.5
치지직,망쵸,4,6,1,6,9.4,17,11.382978723404255,107
치지직,하루 님,5,3,6,5,25.3,19,6.08300395256917,153.9
치지직,너구리OwO,5.6,6,9,2,60.7,17,5.191103789126854,315.1
치지직,명탄,5.8,5,5,7,7.1,18,7.535211267605634,53.5
치지직,뚜루쿤,7.2,8,11,3,42.4,14,4.577830188679245,194.1
치지직,디보티,7.4,3,13,4,40.5,19,4.298765432098765,174.1
치지직,시뉴 Wypa,9.8,11,7,12,4.3,10,5.8604651162790695,25.2
치지직,뷰슬1337,10.2,9,8,13,4.6,12,5.413043478260869,24.9
치지직,도비두비두밥,11.8,9,3,22,1.3,12,8.461538461538462,11
치지직,허슬임,13,11,10,17,4.4,10,4.590909090909091,20.2
치지직,사초21,13.4,17,14,11,7.7,7,3.896103896103896,30
치지직,우묘,15,13,15,16,5.8,9,3.6724137931034484,21.3
치지직,뼈닥,17,19,24,9,16.8,6,2.1964285714285716,36.9
치지직,피그루,17.2,14,17,19,4.9,8,3.510204081632653,17.2
치지직,김파인애플,17.6,14,22,15,8.7,8,2.7471264367816093,23.9
치지직,딱철,17.8,17,12,24,1.3,7,4.3076923076923075,5.6
치지직,Earth hippo 하마,18.8,14,18,22,3.3,8,3.3333333333333335,11
치지직,릴테이프,20.6,19,21,21,4.2,6,2.8095238095238093,11.8
치지직,냐아초,20.6,19,28,14,13.6,6,1.8014705882352942,24.5
치지직,무박이,20.8,24,30,10,23.3,5,1.3304721030042919,31
치지직,xhady,21.2,24,23,18,7.4,5,2.527027027027027,18.7
치지직,qqobb,21.4,19,19,25,1.4,6,3.0714285714285716,4.3
치지직,Tonteria,21.4,19,16,28,0.7,6,3.5714285714285716,2.5
치지직,삼하나31,23.2,24,26,20,8.2,5,1.9634146341463414,16.1
치지직,밤새는군주,24.2,27,20,27,1.3,4,2.8461538461538463,3.7
치지직,비빔밥워리어민철,26,28,25,26,2,3,2.1,4.2
치지직,안룡98,28,28,27,29,1.1,3,1.8181818181818181,2
치지직,린팡,29.2,28,29,30,0.9,3,1.5555555555555556,1.4
치지직,예술개발자 혀니,31.4,31,32,31,1.3,2,0.8461538461538461,1.1
치지직,시그 SIG,31.6,32,31,32,1.1,1,0.9090909090909091,1
치지직,초연4,32.8,32,33,33,4.1,1,0.12195121951219512,0.5
치지직,헤비수,34,34,34,34,0.5,0,0,0
