플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,망쵸,3.4,1,3,5,6.4,27,16.46875,105.4
치지직,살아잇네예,4,4,6,2,31,23,8.42258064516129,261.1
치지직,양도운,4.6,5,8,1,41.8,19,7.753588516746412,324.1
치지직,상우우상우,6.6,1,1,15,1.2,27,20.083333333333332,24.1
치지직,Silecat,7.4,11,10,3,26.1,11,5.582375478927203,145.7
치지직,딱철,7.6,6,7,9,6.5,14,7.8,50.7
치지직,하루 님,8,8,12,4,25.2,12,5.325396825396825,134.2
치지직,김빠빡,8.4,6,4,14,3,14,10.033333333333333,30.1
치지직,래삥,9.8,3,2,21,0.8,26,17.625,14.1
치지직,함희루,10,8,5,16,2.3,12,9.08695652173913,20.9
치지직,김파인애플,12.8,14,17,8,13.2,10,3.977272727272727,52.5
치지직,샘소프,13,11,9,18,3.3,11,5.757575757575758,19
치지직,GrtF5SL,13.6,8,24,6,22.4,12,3.4285714285714284,76.8
치지직,너구리OwO,16,14,14,19,3.5,10,4.9714285714285715,17.4
치지직,Hosang Rifle,16,14,20,13,8.5,10,3.6941176470588237,31.4
치지직,뚜루쿤,16.2,11,13,22,2.6,11,5.230769230769231,13.6
치지직,릴테이프,17,19,23,10,12.8,8,3.5703125,45.7
치지직,서레이 SeoREI,17.8,23,22,11,11.6,7,3.5775862068965516,41.5
치지직,뷰슬1337,19,19,15,23,2.6,8,4.769230769230769,12.4
치지직,냐아초,19,23,29,7,22.1,7,2.823529411764706,62.4
치지직,강 혜 성,20.2,17,16,26,2.1,9,4.095238095238095,8.6
치지직,DineING,20.6,17,11,32,1,9,5.4,5.4
치지직,삼하나31,21,23,21,20,4.6,7,3.5869565217391304,16.5
치지직,포트나이트 티렉스TREX,21.8,23,26,17,6.4,7,3.015625,19.3
치지직,안룡98,22.6,23,18,27,2.1,7,3.9523809523809526,8.3
치지직,허슬임,22.6,19,19,28,2.1,8,3.761904761904762,7.9
치지직,무박이,23.4,19,37,12,18.6,8,1.7849462365591398,33.2
치지직,명탄,28.2,23,25,34,1.3,7,3.076923076923077,4
치지직,우묘,28.8,30,32,25,3.8,5,2.4473684210526314,9.3
치지직,물리몰리,30.4,30,30,31,2.1,5,2.619047619047619,5.5
치지직,흑곰파 레룽,30.4,30,33,28,3.3,5,2.393939393939394,7.9
치지직,비빔밥워리어민철,31.4,29,28,36,1.1,6,2.909090909090909,3.2
치지직,Y2R,32.4,34,34,30,2.8,4,2.0714285714285716,5.8
치지직,예술개발자 혀니,32.4,38,38,24,6.7,3,1.4029850746268657,9.4
치지직,피그루,32.4,34,27,37,0.5,4,3,1.5
치지직,puff,34,30,35,35,1.6,5,2.0625,3.3
치지직,xpdlsk,35.2,38,31,38,0.5,3,2.6,1.3
치지직,XINWU,36.8,34,36,39,0.6,4,2,1.2
치지직,시그 SIG,36.8,38,40,33,4.7,3,0.9787234042553191,4.6
치지직,에그머니야,38.8,34,41,39,1.4,4,0.8571428571428571,1.2
치지직,페기나,40.6,41,39,42,0.3,2,1.3333333333333333,0.4
치지직,Lotb,41.4,41,42,41,1,2,0.8,0.8
