플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,22.1,18,8.714932126696832,192.6
치지직,하루 님,25.8,15,6.37984496124031,164.6
치지직,너구리OwO,20.1,12,6.313432835820896,126.9
치지직,명탄,20.1,15,5.129353233830845,103.1
치지직,냐아초,19.6,10,3.423469387755102,67.1
치지직,서레이 SeoREI,14.7,10,3.3469387755102042,49.2
치지직,GrtF5SL,19.6,7,2.188775510204082,42.9
치지직,전투개미,9.1,12,4.6923076923076925,42.7
치지직,무박이,17.4,5,2.206896551724138,38.4
치지직,뚜루쿤,7,9,4.6,32.2
치지직,Hosang Rifle,3.4,17,7.147058823529412,24.3
치지직,릴테이프,7.7,6,2.935064935064935,22.6
치지직,장수덕,6.2,5,3.193548387096774,19.8
치지직,임놕녛,5.4,6,3.5925925925925926,19.4
치지직,Tonteria,2.8,12,6.75,18.9
치지직,사초21,3.7,8,4.8108108108108105,17.8
치지직,Y2R,6.9,6,2.1594202898550723,14.9
치지직,나루다,2.5,15,5.76,14.4
치지직,망쵸,0.9,19,15.88888888888889,14.3
치지직,피그루,5.1,6,2.411764705882353,12.3
치지직,XINWU,1.8,11,6.722222222222222,12.1
치지직,김파인애플,4,5,2.325,9.3
치지직,Arta,2.2,8,2.909090909090909,6.4
치지직,예술개발자 혀니,3.2,3,1.875,6
치지직,링글스프,4,3,1.075,4.3
치지직,물리몰리,2.2,3,1.7272727272727273,3.8
치지직,삼하나31,2,3,1.8,3.6
치지직,우묘,2.8,4,1.2857142857142858,3.6
치지직,비빔밥워리어민철,1,4,2.1,2.1
치지직,Earth hippo 하마,0.4,5,3.75,1.5
치지직,에그머니야,0.9,3,1.5555555555555556,1.4
치지직,R3JER4,2.4,2,0.5416666666666666,1.3
치지직,성실적,0.2,1,1,0.2
치지직,임뱀,0.1,0,0,0
