플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,피쯔,2.5,845,588.88,1472.2
치지직,하루 님,28.5,25,9.442105263157895,269.1
치지직,양도운,19.4,36,12.448453608247423,241.5
치지직,삼하나31,14,30,10.514285714285714,147.2
치지직,reibow,5.7,44,10.157894736842104,57.9
치지직,딱철,8,16,6.1125,48.9
치지직,망쵸,2.5,23,17.72,44.3
치지직,릴테이프,8.2,14,4.987804878048781,40.9
치지직,뚜루쿤,3.5,18,8.914285714285715,31.2
치지직,명탄,4.3,18,6.651162790697675,28.6
치지직,이고 Ego,2.5,9,6.24,15.6
치지직,시그 SIG,3.9,10,3.2564102564102564,12.7
치지직,목화솜 moghwasom,3,8,3.9,11.7
치지직,우묘,8.4,5,1.380952380952381,11.6
치지직,무박이,3.5,7,3,10.5
치지직,피그루,2.4,6,3.8333333333333335,9.2
치지직,사초21,1.9,7,4.7894736842105265,9.1
치지직,Y2R,3.1,7,2.935483870967742,9.1
치지직,Bazzy2002,1.9,10,4.052631578947368,7.7
치지직,김파인애플,2.3,5,2.739130434782609,6.3
치지직,비빔밥워리어민철,1.1,6,4.7272727272727275,5.2
치지직,구희수,2.9,4,1.7241379310344827,5
치지직,GrtF5SL,1.8,6,2.5,4.5
치지직,강 혜 성,2.1,3,1.9523809523809523,4.1
치지직,라운지 초심자 a214547,1.5,5,2.6,3.9
치지직,샘소프,1.4,3,1.0714285714285714,1.5
치지직,나루다,0.3,1,1,0.3
치지직,김맥피,0.3,2,1,0.3
