플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,37.4,21,11.251336898395722,420.8
치지직,하루 님,22.8,14,7.245614035087719,165.2
치지직,냐아초,25.9,11,3.945945945945946,102.2
치지직,뚜루쿤,12.9,14,5.565891472868217,71.8
치지직,너구리OwO,7.9,15,5.734177215189874,45.3
치지직,Silecat,10,7,3.71,37.1
치지직,GrtF5SL,10.1,11,3.633663366336634,36.7
치지직,릴테이프,8.4,8,4.142857142857143,34.8
치지직,NARAE H,2.4,18,11.25,27
치지직,비올레티,2.2,17,11.454545454545455,25.2
치지직,피그루,7.4,8,3.391891891891892,25.1
치지직,비빔밥워리어민철,3.5,11,7.142857142857143,25
치지직,김파인애플,4.7,10,5.191489361702128,24.4
치지직,Hosang Rifle,8,8,2.9125,23.3
치지직,강 혜 성,7.1,11,3.1549295774647885,22.4
치지직,삼하나31,5.3,8,3.4716981132075473,18.4
치지직,무박이,7.4,6,1.972972972972973,14.6
치지직,우묘,4.1,7,3.5121951219512195,14.4
치지직,안룡98,2.9,8,4.827586206896552,14
치지직,서레이 SeoREI,3.1,7,4.193548387096774,13
치지직,럽샥,2.6,10,4.8076923076923075,12.5
치지직,포트나이트 티렉스TREX,5.4,4,2.259259259259259,12.2
치지직,도그홀,1.4,10,8.214285714285714,11.5
치지직,Y2R,4.3,9,2.2790697674418605,9.8
치지직,Earth hippo 하마,2.1,7,4.142857142857143,8.7
치지직,구희수,1.4,4,2.7857142857142856,3.9
치지직,에그머니야,4,3,0.875,3.5
치지직,국산티타늄당근,1.3,4,2.6923076923076925,3.5
치지직,CHZZK KMG,2.8,3,0.9285714285714286,2.6
치지직,Aeris ow,1,4,2.1,2.1
치지직,쇼살마,0.8,3,2.5,2
치지직,DUKE 듀크,1,3,2,2
치지직,도타치,1.6,2,0.9375,1.5
SOOP,릴테이프,0.1,3,3,0.3
치지직,도타블,0.7,1,0.2857142857142857,0.2
