플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,1.4,1,2,1,58.1,21,10.538726333907057,612.3
치지직,망쵸,4.8,2,1,10,3.8,15,11.026315789473685,41.9
치지직,너구리OwO,6,2,11,3,49.6,15,5.018145161290323,248.9
치지직,하루 님,6,8,7,4,19,11,5.973684210526316,113.5
치지직,딱철,7.2,4,4,12,4.7,14,7.25531914893617,34.1
치지직,디보티,8,8,14,2,77.3,11,4.116429495472186,318.2
치지직,Tonteria,8.4,4,5,14,3.9,14,6.923076923076923,27
치지직,명탄,8.8,8,13,5,20.5,11,4.8341463414634145,99.1
치지직,나루다,9,11,8,9,8.1,10,5.395061728395062,43.7
치지직,유세화 USeHwa,11.2,6,3,22,1.7,12,7.9411764705882355,13.5
치지직,우묘,11.4,11,12,11,7.3,10,4.876712328767123,35.6
치지직,비빔밥워리어민철,11.4,11,15,8,11.7,10,3.8632478632478633,45.2
치지직,안룡98,12.8,14,6,19,2.9,9,6.103448275862069,17.7
치지직,릴테이프,13.4,19,17,7,21.1,7,3.5213270142180093,74.3
치지직,운송장 unsong,14,16,10,17,4.6,8,5.108695652173913,23.5
치지직,냐아초,14.8,6,28,6,29.3,12,2.6723549488054608,78.3
치지직,뚜루쿤,15.2,14,18,13,8.6,9,3.488372093023256,30
치지직,뷰슬1337,16,16,9,23,2.4,8,5.375,12.9
치지직,장수덕,19.2,16,24,16,8,8,2.95,23.6
치지직,김파인애플,20.6,19,27,15,9.5,7,2.8,26.6
치지직,사초21,21.8,19,21,24,3,7,3.2,9.6
치지직,유 이레,23.4,23,22,25,2.1,5,3.0476190476190474,6.4
치지직,LEMON361,23.6,28,19,26,1.8,4,3.388888888888889,6.1
치지직,피그루,23.8,23,16,32,0.7,5,3.7142857142857144,2.6
치지직,ILooveyoou,25,23,30,21,6.5,5,2.123076923076923,13.8
치지직,김스윙,25.6,22,25,28,1.5,6,2.933333333333333,4.4
치지직,무박이,26.4,28,34,18,12.2,4,1.5245901639344261,18.6
치지직,삼하나31,26.4,28,32,20,9.3,4,1.7419354838709677,16.2
치지직,딸기전쟁,27,23,29,27,2,5,2.25,4.5
치지직,시뉴 Wypa,28,28,20,36,0.4,4,3.25,1.3
치지직,김갈치입니다,28.6,23,26,34,0.6,5,2.8333333333333335,1.7
치지직,허슬임,29.6,28,23,37,0.2,4,3,0.6
치지직,목화솜 moghwasom,31.2,28,31,33,1.1,4,2.090909090909091,2.3
치지직,둥실이ㄱ,31.2,28,33,31,1.8,4,1.5555555555555556,2.8
치지직,시그 SIG,33.2,36,36,29,2.6,2,1.1538461538461537,3
치지직,KIoud,33.6,36,37,29,4.8,2,0.625,3
치지직,CHZZK KMG,35,35,35,35,1.3,3,1.2307692307692308,1.6
