플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,1.8,1,2,2,20.1,18,7.9950248756218905,160.7
치지직,하루 님,2.8,2,5,1,30.5,17,5.622950819672131,171.5
치지직,너구리OwO,4.4,4,1,8,2.7,12,8.518518518518519,23
치지직,허슬임,5.6,4,4,8,3.7,12,6.216216216216216,23
치지직,냐아초,6.2,3,11,3,29.9,13,3.782608695652174,113.1
치지직,김파인애플,6.8,6,7,7,5.7,9,4.385964912280702,25
치지직,명탄,7.2,6,9,6,6.9,9,4.057971014492754,28
치지직,서레이 SeoREI,8.8,6,15,4,12,9,2.933333333333333,35.2
치지직,릴테이프,10.4,16,13,5,9.1,6,3.4395604395604398,31.3
치지직,이고 Ego,11.2,6,3,22,0.7,9,7.571428571428571,5.3
치지직,Hosang Rifle,11.6,6,10,16,3.5,9,4.0285714285714285,14.1
치지직,XINWU,11.8,11,6,18,2.5,8,4.76,11.9
치지직,영등포불주먹박영태,12,16,12,10,5.6,6,3.7142857142857144,20.8
치지직,피그루,13,11,16,11,7.4,8,2.7837837837837838,20.6
치지직,우묘,13.8,13,8,20,2.2,7,4.2272727272727275,9.3
치지직,뚜루쿤,14,18,14,12,5.6,5,3,16.8
치지직,시그 SIG,16.6,13,18,17,5.5,7,2.5090909090909093,13.8
치지직,삼하나31,16.8,18,19,14,6.6,5,2.303030303030303,15.2
치지직,비빔밥워리어민철,17,13,17,19,4.6,7,2.5434782608695654,11.7
치지직,무박이,17.2,20,20,13,8.8,4,1.8295454545454546,16.1
치지직,강 혜 성,18.4,20,21,15,9.3,4,1.5913978494623655,14.8
치지직,GrtF5SL,21.6,22,22,21,4.6,3,1.5869565217391304,7.3
치지직,물리몰리,22.8,22,23,23,2.6,3,1.4230769230769231,3.7
치지직,임놕녛,24,24,24,24,1.5,2,0.6,0.9
치지직,링글스프,25,25,25,25,0.9,1,0.2222222222222222,0.2
치지직,Y2R,25.8,25,26,26,1,1,0.1,0.1
치지직,코메트,25.8,25,26,26,1,1,0.1,0.1
