플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,63.7,19,8.945054945054945,569.8
치지직,너구리OwO,63,14,4.693650793650794,295.7
치지직,하루 님,32.7,14,6.17125382262997,201.8
치지직,뚜루쿤,40,11,4.1675,166.7
치지직,디보티,37.3,10,3.5308310991957104,131.7
치지직,명탄,18.5,16,6.097297297297297,112.8
치지직,뼈닥,33.3,6,2.90990990990991,96.9
치지직,냐아초,32.8,10,2.6615853658536586,87.3
치지직,망쵸,6.8,17,11.029411764705882,75
치지직,무박이,26.9,5,1.9442379182156133,52.3
치지직,목화솜 moghwasom,12.3,9,3.3008130081300813,40.6
치지직,우묘,4.7,12,8.46808510638298,39.8
치지직,릴테이프,7.1,10,4.633802816901408,32.9
치지직,뷰슬1337,4.8,14,6.5625,31.5
치지직,비빔밥워리어민철,7.7,11,3.857142857142857,29.7
치지직,허슬임,5.3,11,5.566037735849057,29.5
치지직,삼하나31,12.8,3,1.5859375,20.3
치지직,장수덕,7.7,7,2.5584415584415585,19.7
치지직,안룡98,3.7,7,4.675675675675675,17.3
치지직,피그루,6.6,5,2.409090909090909,15.9
치지직,샘소프,3.8,7,4.157894736842105,15.8
치지직,PITCH,5.2,4,2.326923076923077,12.1
치지직,김파인애플,3.6,8,2.9722222222222223,10.7
치지직,KIoud,2.4,8,3.5416666666666665,8.5
치지직,Fluffles,4.7,5,1.7659574468085106,8.3
치지직,ILooveyoou,2.8,8,2.5,7
치지직,도도도람쥐,1.2,8,5.666666666666667,6.8
치지직,Tonteria,1.7,6,3.823529411764706,6.5
치지직,Earth hippo 하마,1.1,8,3.909090909090909,4.3
치지직,딸기전쟁,4,4,0.975,3.9
치지직,LEMON361,1.6,4,2.125,3.4
치지직,에그머니야,1.9,3,1.4210526315789473,2.7
치지직,둥실이ㄱ,1.8,3,1.3888888888888888,2.5
치지직,이루공,0.9,3,2.111111111111111,1.9
치지직,린팡,1,2,1.4,1.4
치지직,시그 SIG,1.3,2,0.9230769230769231,1.2
치지직,나루다,0.5,4,1.6,0.8
