플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,19.8,24,9.090909090909092,180
치지직,하루 님,24.4,11,5.80327868852459,141.6
치지직,Silecat,17.2,13,6.622093023255814,113.9
치지직,Hosang Rifle,19.4,15,5.469072164948454,106.1
치지직,살아잇네예,14.6,35,7.171232876712328,104.7
치지직,너구리OwO,10.1,15,5.881188118811881,59.4
치지직,냐아초,22.5,7,2.6355555555555554,59.3
치지직,릴테이프,17,8,3.2,54.4
치지직,무박이,16.3,8,2.521472392638037,41.1
치지직,명탄,4.7,15,7.74468085106383,36.4
치지직,우묘,14.1,7,2.4468085106382977,34.5
치지직,샘소프,3.4,15,8.882352941176471,30.2
치지직,GrtF5SL,12.6,6,2.388888888888889,30.1
치지직,삼하나31,9.9,6,3.0303030303030303,30
치지직,뚜루쿤,4.1,9,5.2682926829268295,21.6
치지직,예술개발자 혀니,9.1,6,2.065934065934066,18.8
치지직,망쵸,1.9,11,8.368421052631579,15.9
치지직,비올레티,1.8,10,8.777777777777779,15.8
치지직,구희수,2.2,9,5.954545454545454,13.1
치지직,비빔밥워리어민철,4.3,6,2.7674418604651163,11.9
치지직,피그루,4.1,6,2.8292682926829267,11.6
치지직,사초21,3.9,6,2.871794871794872,11.2
치지직,춘복임,4.6,6,2.369565217391304,10.9
치지직,김파인애플,2.5,7,3.6,9
치지직,허슬임,3,5,3,9
치지직,뷰슬1337,1.5,9,4.333333333333333,6.5
치지직,Tonteria,1.1,6,3.5454545454545454,3.9
치지직,영등포불주먹박영태,1.9,5,1.894736842105263,3.6
치지직,서레이 SeoREI,1.7,4,2,3.4
치지직,시그 SIG,3.1,3,1.096774193548387,3.4
치지직,강 혜 성,2.1,2,1.0952380952380953,2.3
치지직,물리몰리,2.9,2,0.5517241379310345,1.6
치지직,치킨마요맛집,2,3,0.75,1.5
치지직,Sannakj,0.6,2,0.6666666666666666,0.4
치지직,CHZZK KMG,0.6,1,0.5,0.3
치지직,디지ㅎㅎ,0.6,1,0.3333333333333333,0.2
치지직,나루다,0.1,1,1,0.1
