플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,양도운,1.4,1,2,1,44.8,22,9.839285714285714,440.8
치지직,망쵸,3,3,1,5,11.8,16,10.627118644067796,125.4
치지직,래삥,4,2,3,6,11,17,9.690909090909091,106.6
치지직,하루 님,4.6,7,5,3,23.7,12,6.025316455696203,142.8
치지직,목화솜 moghwasom,7.6,4,6,11,7.5,14,5.76,43.2
치지직,김파인애플,9,5,8,12,7.8,13,5.3076923076923075,41.4
치지직,디보티,9.4,9,17,2,52.1,11,3.7005758157389637,192.8
치지직,명탄,10.4,10,12,9,10.6,9,4.490566037735849,47.6
치지직,너구리OwO,10.6,7,19,4,40.2,12,3.455223880597015,138.9
치지직,뚜루쿤,12.6,5,22,7,21.3,13,2.967136150234742,63.2
치지직,Tonteria,14,10,4,26,1.3,9,6.230769230769231,8.1
치지직,시뉴 Wypa,14.6,15,7,22,2,8,5.75,11.5
치지직,릴테이프,15,17,14,15,7.5,7,3.8533333333333335,28.9
치지직,달다랑 Daldarang,15.2,10,9,24,1.7,9,5.235294117647059,8.9
치지직,김촠호,16.8,10,11,26,1.8,9,4.5,8.1
치지직,플립시드,17.4,15,15,21,3.5,8,3.7714285714285714,13.2
치지직,우묘,17.8,17,20,16,5.7,7,3.210526315789474,18.3
치지직,나루다,18.4,10,13,28,1.9,9,3.9473684210526314,7.5
치지직,냐아초,18.4,22,25,10,20.3,6,2.2610837438423643,45.9
치지직,뼈닥,19.4,25,28,8,30.6,5,2.003267973856209,61.3
치지직,Earth hippo 하마,19.8,17,10,31,0.9,7,4.555555555555555,4.1
치지직,안룡98,20,22,16,23,2.5,6,3.72,9.3
치지직,사초21,20.2,17,18,24,2.5,7,3.56,8.9
치지직,KIoud,20.6,17,23,20,5.1,7,2.784313725490196,14.2
치지직,삼하나31,21.4,25,27,14,17.3,5,2.1040462427745665,36.4
치지직,무박이,22.6,25,31,13,24.3,5,1.699588477366255,41.3
치지직,피그루,22.6,25,26,18,7.8,5,2.1153846153846154,16.5
치지직,장수덕,24.2,25,29,19,7.7,5,1.8571428571428572,14.3
치지직,시그 SIG,25.6,30,32,17,10.9,4,1.5321100917431192,16.7
치지직,허슬임,25.6,22,21,32,1.3,6,3,3.9
치지직,이쁘니2,28.8,30,24,33,0.7,4,2.5714285714285716,1.8
치지직,예술개발자 혀니,30,30,30,30,2.5,4,1.76,4.4
치지직,설동원,32.4,34,35,29,8.1,2,0.8765432098765432,7.1
치지직,춘복임,34,34,34,34,1.2,2,1.3333333333333333,1.6
치지직,LEMON361,34.4,34,33,36,0.4,2,1.5,0.6
치지직,딸기전쟁,35,33,36,35,1.4,3,0.6428571428571429,0.9
치지직,PITCH,37,37,37,37,1,1,0.2,0.2
