플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,박득천,2.4,2,2,3,24.1,45,27.83817427385892,670.9
치지직,끠월마녀,2.6,1,1,5,8.5,84,59.50588235294118,505.8
SOOP,화여니,4.2,3,3,6,18,39,26.07777777777778,469.4
SOOP,박현정,5.2,8,7,2,42.4,24,17.058962264150942,723.3
치지직,헌재HeonJae,6.8,4,14,1,74.9,35,10.51935914552737,787.9
치지직,도그홀,9.6,10,10,9,28.3,22,12.134275618374557,343.4
치지직,릴쓰,10.4,6,15,8,41,27,10,410
SOOP,치명적여사,10.8,10,8,14,13.8,22,15.173913043478262,209.4
SOOP,Rity~,12.2,13,11,13,19.3,20,12.119170984455959,233.9
치지직,융 쁘,12.6,7,6,22,5.1,25,18.45098039215686,94.1
치지직,세모개미,12.8,14,13,12,21.4,19,11.88785046728972,254.4
치지직,새롬이 Saeromi,15.4,17,20,10,37.1,16,8.657681940700808,321.2
치지직,차금지,16.4,14,18,16,19.1,19,8.958115183246074,171.1
SOOP,서경주,16.6,25,22,7,50.4,14,8.303571428571429,418.5
치지직,렉 시,18.2,17,33,4,98.4,16,5.923780487804878,582.9
치지직,렛 삐,19,5,4,41,2.3,34,23,52.9
치지직,유함이,19.6,16,26,15,26.8,18,7.7835820895522385,208.6
치지직,마하라지,20.2,17,23,19,14.5,16,8.248275862068965,119.6
치지직,미토키,20.8,8,9,39,4.5,24,12.466666666666667,56.1
치지직,유건 패브로,21.2,22,31,11,43.4,15,6.216589861751152,269.8
치지직,백범자,21.6,22,17,26,9,15,9.066666666666666,81.6
치지직,현은빈,24.6,17,16,37,6.6,16,9.56060606060606,63.1
치지직,세라몬,24.6,17,29,24,13.3,16,6.842105263157895,91
SOOP,아라리_-,27,31,25,27,10.2,11,7.823529411764706,79.8
치지직,뱀용,27.8,27,24,32,8.6,13,8.162790697674419,70.2
치지직,프린 PRIN,27.8,25,19,38,6.4,14,8.796875,56.3
SOOP,빠라빵코,28.6,31,27,29,10.2,11,7.549019607843137,77
치지직,MULTISSUE,29,29,40,18,25.4,12,5.15748031496063,131
치지직,Doman도만,30.8,22,12,54,2.6,15,12,31.2
SOOP,도그홀,32.6,43,43,17,30.8,8,4.548701298701299,140.1
치지직,아라리 Arari,32.6,29,32,35,10.7,12,6.121495327102804,65.5
치지직,쇼 시,33.4,39,34,30,12.6,9,5.912698412698413,74.5
치지직,다우리,34.6,27,21,52,3.8,13,8.447368421052632,32.1
SOOP,달리미르,35.4,43,39,28,15.1,8,5.225165562913907,78.9
치지직,김망고SS2,37,37,49,25,22.3,10,3.914798206278027,87.3
치지직,어캐,38.2,31,37,43,8.6,11,5.6395348837209305,48.5
치지직,키이로옐,38.2,31,44,36,14.3,11,4.545454545454546,65
치지직,나린이,38.8,12,5,86,0.5,21,19.4,9.7
치지직,나 견,39.2,48,53,21,27.2,7,3.6433823529411766,99.1
치지직,서제리,41.4,43,62,20,39.6,8,2.9116161616161618,115.3
치지직,겜퀸비,42.2,37,28,59,2.9,10,7.482758620689655,21.7
치지직,성승생,42.6,31,30,61,3.2,11,6.25,20
치지직,방아방하,44.2,39,36,55,4.8,9,5.6875,27.3
치지직,게임조무사GameJomusa,44.4,54,61,23,31.1,6,2.932475884244373,91.2
치지직,아기노랑,44.6,31,54,42,14.4,11,3.5694444444444446,51.4
치지직,춘꾸,47,39,45,53,7.6,9,4.157894736842105,31.6
치지직,띵동 Ddingdong,48,48,48,48,9.7,7,3.9587628865979383,38.4
치지직,LOVE러뷰,49.8,43,38,65,3.4,8,5.323529411764706,18.1
치지직,지응자응,52,54,70,33,26.5,6,2.5924528301886793,68.7
