플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
SOOP,박현정,112,28,19.355357142857144,2167.8
SOOP,서경주,91.4,18,9.902625820568927,905.1
치지직,새롬이 Saeromi,54,44,13.685185185185185,739
치지직,도그홀,34.5,37,17.828985507246376,615.1
SOOP,오리넉구리,83.3,11,6.524609843937575,543.5
치지직,헌재HeonJae,44.6,20,9.190582959641256,409.9
치지직,유건 패브로,47.9,15,7.018789144050104,336.2
치지직,아기노랑,46.5,18,7.017204301075269,326.3
치지직,햄쮸맨,52.1,15,5.856046065259117,305.1
치지직,나지안,52.9,13,5.013232514177694,265.2
치지직,젠드로 Jendro,22.6,29,9.97787610619469,225.5
치지직,MULTISSUE,36.7,10,4.790190735694823,175.8
SOOP,강드-,40.3,8,4.344913151364764,175.1
치지직,릴쓰,19.4,26,8.95360824742268,173.7
치지직,서제리,55.5,9,3.0414414414414415,168.8
SOOP,도그홀,36.4,9,4.34065934065934,158
치지직,솜탕Somtang,15.9,21,9.849056603773585,156.6
치지직,유함이,18.8,15,8.164893617021276,153.5
치지직,현은빈,18.2,18,8.39010989010989,152.7
SOOP,달리미르,22.1,9,6.882352941176471,152.1
SOOP,화여니,5.4,35,26.555555555555557,143.4
치지직,김망고SS2,29.1,13,4.814432989690721,140.1
치지직,띵동 Ddingdong,19.1,12,6.2408376963350785,119.2
치지직,최강후야,49.1,8,2.3319755600814664,114.5
치지직,세라몬,14.4,13,7.888888888888889,113.6
치지직,하보냐,19,13,5.494736842105263,104.4
치지직,게임조무사GameJomusa,33.3,8,3.081081081081081,102.6
치지직,뱀용,14.9,14,6.597315436241611,98.3
치지직,쇼 시,14.5,10,5.875862068965517,85.2
치지직,콜슝이,67.8,7,1.252212389380531,84.9
치지직,연낭찬,33.5,8,2.4149253731343285,80.9
치지직,독특,72.9,5,1.0219478737997256,74.5
치지직,박득천,1.7,53,42.588235294117645,72.4
치지직,융 쁘,3.2,29,22.46875,71.9
치지직,백만봉,26.6,11,2.5150375939849625,66.9
치지직,혜지는혜지,8.1,13,7.7407407407407405,62.7
SOOP,이산군,19,5,2.8526315789473684,54.2
치지직,렉 시,6.4,14,7.9375,50.8
치지직,누후잉,3.3,20,14.93939393939394,49.3
치지직,남청하,17.3,7,2.739884393063584,47.4
SOOP,아임쏨,2.7,22,17.296296296296298,46.7
SOOP,EBS_GAME,21.8,3,2.036697247706422,44.4
치지직,백범자,4.5,14,9.355555555555556,42.1
치지직,커엽소,12.5,7,3.328,41.6
SOOP,아라리_-,4.2,12,9.452380952380953,39.7
치지직,다우리,5,10,7.84,39.2
치지직,l전설l,19.1,5,1.869109947643979,35.7
