플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
SOOP,화여니,2.2,3,3,1,56.4,58,33.159574468085104,1870.2
치지직,박득천,2.8,2,4,2,57.1,63,29.770577933450088,1699.9
치지직,끠월마녀,5.2,4,2,9,9.3,54,45.29032258064516,421.2
SOOP,박현정,7.4,11,10,3,69.4,27,16.27521613832853,1129.5
치지직,유우양,8.2,1,1,19,2.4,98,85.20833333333333,204.5
치지직,도그홀,10,8,14,7,36.2,31,13.546961325966851,490.4
치지직,Doman도만,10.2,9,9,12,18.8,30,16.43617021276596,309
치지직,렛 삐,11,7,6,18,9.6,34,23.166666666666668,222.4
SOOP,로지rozi,12.2,15,13,10,22.6,26,14.809734513274336,334.7
치지직,차금지,13.4,11,22,6,51.5,27,10.920388349514564,562.4
SOOP,Rity~,15,11,16,16,18,27,13.333333333333334,240
치지직,융 쁘,15.2,6,5,30,4.9,36,26.653061224489797,130.6
치지직,세모개미,15.8,11,17,17,18,27,13.133333333333333,236.4
SOOP,시가연,19,21,8,29,7.5,21,17.626666666666665,132.2
치지직,유함이,20.8,26,26,13,31.3,17,9.715654952076678,304.1
치지직,마하라지,22.2,23,23,21,18.9,19,10.687830687830688,202
SOOP,서경주,22.2,33,34,5,72.3,15,7.781466113416321,562.6
치지직,현은빈,22.4,20,24,22,17.8,22,10.617977528089888,189
치지직,헌재HeonJae,22.4,16,40,8,67.6,24,7.078402366863905,478.5
치지직,렉 시,23,21,43,4,92.2,21,6.747288503253796,622.1
치지직,다루쥐,23.8,17,11,40,5.6,23,15.125,84.7
치지직,새롬이 Saeromi,24.4,28,33,14,37.7,16,7.877984084880636,297
치지직,뱀용,24.8,28,37,11,42.3,16,7.557919621749409,319.7
치지직,릴쓰,25,9,35,23,24.5,30,7.571428571428571,185.5
치지직,다우리,26.8,28,18,35,7.9,16,12.481012658227849,98.6
SOOP,아라리_-,29.2,28,25,34,9.7,16,10.29896907216495,99.9
치지직,최하루s,33.8,33,21,47,6.1,15,11.081967213114755,67.6
SOOP,빠라빵코,34,42,32,32,15.2,13,7.8881578947368425,119.9
치지직,랜박,34.2,17,7,70,2.1,23,18.761904761904763,39.4
치지직,갑엇,35,45,50,15,48.5,12,5.630927835051547,273.1
치지직,키이로옐,36.4,26,51,27,24.2,17,5.537190082644628,134
치지직,미토키,36.6,17,15,68,3,23,13.366666666666667,40.1
치지직,백범자,36.6,33,39,36,12.4,15,7.387096774193548,91.6
SOOP,달리미르,36.8,42,47,24,30.7,13,5.996742671009772,184.1
치지직,유건 패브로,39.2,48,48,26,24.9,11,5.93574297188755,147.8
SOOP,치명적여사,40.8,38,20,63,4,14,11.575,46.3
치지직,세라몬,42,38,42,44,11.1,14,7.054054054054054,78.3
치지직,쇼 시,42.4,38,45,42,13.1,14,6.343511450381679,83.1
치지직,나 견,43.4,23,66,31,33.3,19,3.855855855855856,128.4
치지직,방아방하,43.4,57,60,20,46,9,4.423913043478261,203.5
치지직,oyagato,46.8,42,27,69,4.6,13,8.58695652173913,39.5
치지직,Lrys,47.4,25,53,53,10.6,18,5.216981132075472,55.3
치지직,이라 2ra,47.4,33,41,61,6.7,15,7.074626865671642,47.4
치지직,김머만,49,5,82,38,31.3,39,2.8434504792332267,89
치지직,순희 SUNY,49.2,38,19,85,2.3,14,11.782608695652174,27.1
SOOP,부남송,49.6,48,28,72,4.6,11,8.369565217391305,38.5
SOOP,도그홀,49.6,66,58,33,22.8,7,4.62280701754386,105.4
치지직,Domy,49.8,57,57,39,18.2,9,4.857142857142857,88.4
치지직,어캐,51.8,53,54,49,12.1,10,5.198347107438017,62.9
SOOP,핑빠리,52.6,33,12,103,1,15,15,15
치지직,지응자응,53.2,62,65,37,23,8,3.9695652173913043,91.3
치지직,펜리르405,53.6,28,38,82,4,16,7.45,29.8
치지직,련히,54.2,45,35,78,4.2,12,7.571428571428571,31.8
치지직,띵동 Ddingdong,54.6,57,63,45,18.3,9,4.1256830601092895,75.5
치지직,푸른선장,55.4,45,31,85,3.4,12,7.970588235294118,27.1
치지직,실브Sylv,55.6,66,78,28,44.5,7,3.004494382022472,133.7
SOOP,겜퐁,57.2,92,72,25,49.1,5,3.4012219959266803,167
SOOP,식쑤,62.2,53,52,77,6,10,5.35,32.1
치지직,독크햄,63.8,77,64,57,13.2,6,4,52.8
치지직,루씨엠99,64.4,48,49,88,4.4,11,5.795454545454546,25.5
SOOP,강드-,66,92,71,48,19,5,3.468421052631579,65.9
치지직,니마,67.6,92,80,43,28.4,5,2.890845070422535,82.1
치지직,유아독,68.8,48,75,73,12.3,11,3.073170731707317,37.8
치지직,힛벨HitBell,69.4,77,70,65,12.9,6,3.5813953488372094,46.2
치지직,레붕,69.6,48,29,121,0.9,11,8.11111111111111,7.3
치지직,효돌이92,69.6,62,97,46,29,8,2.406896551724138,69.8
치지직,l전설l,70.2,77,96,41,33.9,6,2.471976401179941,83.8
SOOP,맹꼬2,70.2,77,77,60,15.8,6,3.0126582278481013,47.6
치지직,템포XD,71.2,66,89,56,19.4,7,2.731958762886598,53
치지직,꾸한,71.8,53,61,92,5,10,4.18,20.9
치지직,l박정현l,72.4,66,85,63,16.8,7,2.755952380952381,46.3
치지직,박보승씨,72.6,77,69,74,10.3,6,3.6407766990291264,37.5
치지직,젠드로 Jendro,72.6,57,46,107,2.1,9,6.095238095238095,12.8
치지직,MULTISSUE,73.2,92,88,49,23,5,2.734782608695652,62.9
치지직,촉수마왕,74.2,57,30,127,0.7,9,8,5.6
치지직,늑찡,74.6,53,44,116,1.5,10,6.733333333333333,10.1
치지직,한지카,75.6,62,56,102,3.1,8,5.064516129032258,15.7
치지직,아스드,77.2,62,95,67,17.5,8,2.474285714285714,43.3
치지직,겜퀸비,77.6,66,55,106,2.5,7,5.16,12.9
치지직,데굴알밤,77.8,77,102,54,24.8,6,2.185483870967742,54.2
치지직,서제리,78.2,77,91,66,16.6,6,2.6626506024096384,44.2
치지직,채닝닝,78.8,66,59,105,3,7,4.466666666666667,13.4
치지직,백만봉,80,92,99,55,23.4,5,2.2948717948717947,53.7
치지직,o땡글o,80.2,77,100,62,21,6,2.2476190476190476,47.2
치지직,게임조무사GameJomusa,81.4,77,114,51,29.7,6,2.026936026936027,60.2
치지직,웍허,82.4,66,73,100,5.2,7,3.2884615384615383,17.1
치지직,서젼,83.6,92,105,58,24.5,5,2.130612244897959,52.2
치지직,평쭈,84.8,92,107,59,24.4,5,2.127049180327869,51.9
치지직,아라리 Arari,85.8,77,92,84,10.6,6,2.641509433962264,28
SOOP,갓딘:),86.6,107,74,89,7.8,4,3.1666666666666665,24.7
치지직,제이백 J BACK,86.8,92,90,81,11.2,5,2.6875,30.1
치지직,타코쿤,87.2,66,94,91,8.7,7,2.528735632183908,22
치지직,애기별님,87.2,66,68,117,2.2,7,3.772727272727273,8.3
치지직,춘꾸,87.4,77,81,99,6.1,6,2.8852459016393444,17.6
치지직,피빛새싹,89,77,110,74,17.7,6,2.1186440677966103,37.5
치지직,한하코,89.6,92,84,94,7.4,5,2.7567567567567566,20.4
SOOP,Geso,89.8,107,93,78,12.2,4,2.6065573770491803,31.8
치지직,류씨유,92,92,101,83,13.5,5,2.1925925925925926,29.6
치지직,마아초,94,92,109,80,14.8,5,2.1216216216216215,31.4
치지직,미루미루,94.4,66,62,141,0.6,7,4.166666666666667,2.5
치지직,띵즈,95,77,67,132,1,6,3.8,3.8
치지직,트냥이,96.8,92,98,98,7.5,5,2.4,18
치지직,연낭찬,97.2,92,126,71,24.8,5,1.5806451612903225,39.2
치지직,쟈홍,98.2,77,83,124,2.4,6,2.7916666666666665,6.7
SOOP,BJ기린보이,99.8,107,76,120,2.5,4,3.04,7.6
치지직,겜도깨비,100.4,92,153,52,68.2,5,0.843108504398827,57.5
치지직,크볼,101.4,77,119,96,10.2,6,1.911764705882353,19.5
SOOP,걍놀고싶어요,101.4,107,103,97,9,4,2.1555555555555554,19.4
치지직,연봉이v,102.4,92,120,90,12.5,5,1.784,22.3
SOOP,김머만,105,123,106,95,9.4,3,2.127659574468085,20
치지직,우주악당해적로봇,107.4,107,87,128,1.9,4,2.736842105263158,5.2
치지직,다츠마,109,107,127,92,13.8,4,1.5144927536231885,20.9
치지직,배귤,109.4,107,112,108,5.9,4,2.1016949152542375,12.4
치지직,미대곰,111.4,123,130,87,19.5,3,1.3487179487179488,26.3
치지직,임환,112,66,132,115,8.3,7,1.2289156626506024,10.2
치지직,F마린,112.2,123,118,101,8.1,3,1.9876543209876543,16.1
치지직,서레이네,113,107,86,143,0.8,4,2.75,2.2
치지직,이 페이지를 찾을수 없,113.4,123,104,118,3.8,3,2.1315789473684212,8.1
치지직,청초한코털,115,107,79,155,0.4,4,3,1.2
치지직,아이스바이스,115.4,107,125,110,7.6,4,1.605263157894737,12.2
치지직,빨간행인,116.2,107,108,129,2.4,4,2.125,5.1
치지직,겜퐁,117.8,123,157,76,49.1,3,0.6904276985743381,33.9
치지직,세가족 아빠,119,107,135,109,10.1,4,1.2178217821782178,12.3
치지직,삼 칠,119.4,123,124,113,6.9,3,1.6376811594202898,11.3
치지직,메리스,121.8,107,129,122,5.1,4,1.392156862745098,7.1
치지직,로그마,123,123,115,131,2.2,3,2,4.4
치지직,김망고SS2,123,123,142,104,14.3,3,1.027972027972028,14.7
치지직,별밤율,123.4,123,128,119,5.5,3,1.4181818181818182,7.8
치지직,스즈키 유키 SuzukiYuki,126.6,123,113,142,1.1,3,2.090909090909091,2.3
SOOP,원숭이나무에,126.6,123,123,132,2.3,3,1.6521739130434783,3.8
치지직,댕이뾰이,127.4,107,154,111,15,4,0.7933333333333333,11.9
치지직,피지v,127.8,123,111,147,0.9,3,2.111111111111111,1.9
치지직,베랭,127.8,107,152,114,12.5,4,0.856,10.7
치지직,Acode,127.8,123,121,137,2,3,1.7,3.4
치지직,제경이1,128.2,145,122,126,3.5,2,1.6571428571428573,5.8
치지직,햄쮸맨,129,123,149,112,12.8,3,0.90625,11.6
치지직,모는사람,130.2,123,115,149,0.9,3,2,1.8
치지직,크 래 커,131,123,134,132,3.1,3,1.2258064516129032,3.8
치지직,하믹스,131.8,107,141,135,3.5,4,1.0571428571428572,3.7
치지직,똬리 TTwaLi,132.2,145,133,125,5.3,2,1.2264150943396226,6.5
치지직,최영화,134.2,123,151,123,8.1,3,0.8641975308641975,7
치지직,상자 sang ja,134.6,123,131,144,1.7,3,1.2352941176470589,2.1
치지직,LOVE러뷰,137,145,115,155,0.6,2,2,1.2
치지직,닥돌이야,137.8,123,136,147,1.6,3,1.1875,1.9
치지직,해벌레,138.2,145,137,136,3.2,2,1.125,3.6
치지직,빠라빵코,139,123,137,149,1.6,3,1.125,1.8
치지직,암무거나,144.2,145,158,130,9.6,2,0.5104166666666666,4.9
치지직,MAXH,144.2,123,161,138,8,3,0.4,3.2
치지직,네이나,145.8,145,147,145,2.1,2,0.9523809523809523,2
치지직,주왕2,147,145,140,155,1.1,2,1.0909090909090908,1.2
치지직,트랑스,147.4,145,156,140,3.6,2,0.75,2.7
치지직,가온길,147.8,145,139,158,1,2,1.1,1.1
치지직,다스몬,149.8,145,148,154,1.4,2,0.9285714285714286,1.3
치지직,게소,151,145,166,139,11.9,2,0.2605042016806723,3.1
치지직,우주여우,151.4,145,155,151,2.1,2,0.7619047619047619,1.6
치지직,부남송,151.8,123,165,153,4.7,3,0.2978723404255319,1.4
치지직,PLAYER0823,152.6,145,164,145,6.5,2,0.3076923076923077,2
치지직,이건도,156.6,161,143,168,0.2,1,1,0.2
치지직,루가드X,156.6,161,143,168,0.2,1,1,0.2
치지직,시 테,157,161,150,162,0.9,1,0.8888888888888888,0.8
치지직,표존 PyoZone,157,145,162,158,3,2,0.36666666666666664,1.1
치지직,천태율,157.4,145,160,161,2,2,0.45,0.9
치지직,말꽁,157.8,161,163,151,4.6,1,0.34782608695652173,1.6
치지직,치킨마요맛집,158.2,161,143,172,0.1,1,1,0.1
치지직,Danalu,158.2,161,143,172,0.1,1,1,0.1
치지직,동글동글동그리,162.6,145,169,165,2.3,2,0.17391304347826086,0.4
치지직,이폰잉,163,161,159,168,0.4,1,0.5,0.2
치지직,PI파이,164.2,161,172,158,7,1,0.15714285714285714,1.1
치지직,내이름은깡돌,165,161,167,165,2.1,1,0.19047619047619047,0.4
치지직,슷타,166.2,161,173,162,5.4,1,0.14814814814814814,0.8
치지직,백이청,166.6,161,168,168,1.1,1,0.18181818181818182,0.2
치지직,현단영,167.4,161,171,167,1.9,1,0.15789473684210525,0.3
치지직,꿈은없고걍놀고싶어요,168.2,161,176,164,12.6,1,0.047619047619047616,0.6
치지직,굉장히굉장하군,169,161,170,172,0.6,1,0.16666666666666666,0.1
치지직,미니건 슬레이어,170.6,161,174,172,1,1,0.1,0.1
치지직,아재스TV,171,161,175,172,1.8,1,0.05555555555555555,0.1
치지직,리프레인,171.4,161,176,172,2.1,1,0.047619047619047616,0.1
치지직,기린보2,172.2,161,178,172,2.5,1,0.04,0.1
치지직,곰보단ㄴ,179,179,179,179,1.9,0,0,0
