플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
치지직,박득천,1,1,1,1,48.5,86,36.47216494845361,1768.9
SOOP,화여니,2,2,2,2,29.3,58,35.24232081911263,1032.6
SOOP,박현정,5.4,9,6,3,57.5,27,15.650434782608695,899.9
치지직,차금지,6.8,6,9,5,40.6,34,14.300492610837438,580.6
치지직,도그홀,8.2,7,10,7,39.4,31,13.469543147208121,530.7
치지직,렛 삐,8.6,5,3,16,7.4,35,24.89189189189189,184.2
치지직,깨미는뚠뚠,9.6,4,4,18,7,36,21.6,151.2
치지직,유함이,11.2,10,15,8,38.3,25,11.819843342036554,452.7
치지직,현은빈,12.8,12,13,13,16.6,23,12.69277108433735,210.7
SOOP,서경주,14.2,15,24,4,84.2,22,9.178147268408551,772.8
SOOP,Rity~,15.8,11,14,20,12.6,24,11.920634920634921,150.2
치지직,세모개미,16.8,12,12,24,9.2,23,12.728260869565217,117.1
SOOP,치명적여사,17,17,8,26,7.3,21,14.342465753424657,104.7
SOOP,로지rozi,20,18,16,25,9.3,18,11.774193548387096,109.5
치지직,릴쓰,21.2,8,28,21,18.1,30,8.187845303867404,148.2
치지직,뱀용,21.2,20,32,11,34.4,16,7.805232558139535,268.5
치지직,헌재HeonJae,24.2,15,44,9,61,22,6.165573770491803,376.1
SOOP,빠라빵코,25.6,36,29,17,21.2,12,8.127358490566039,172.3
치지직,갑엇,25.8,29,40,10,52.9,14,6.485822306238186,343.1
치지직,렉 시,26.6,29,46,6,93.1,14,6.038668098818475,562.2
SOOP,식쑤,27.2,40,36,12,31.2,11,6.836538461538462,213.3
치지직,순희 SUNY,28.2,29,22,34,7.4,14,10.324324324324325,76.4
치지직,다루쥐,28.2,19,11,50,2.9,17,13.10344827586207,38
치지직,Doman도만,29.2,20,21,42,4.6,16,11.043478260869565,50.8
치지직,유건 패브로,30.4,24,49,15,34.6,15,5.904624277456647,204.3
치지직,oyagato,31.6,34,27,35,8.7,13,8.275862068965518,72
치지직,김머만,33.8,3,37,46,6.5,39,6.630769230769231,43.1
치지직,랜박,34.8,12,5,76,1.1,23,19.272727272727273,21.2
치지직,젠드로 Jendro,35.6,34,26,46,5,13,8.62,43.1
SOOP,아라리_-,35.8,29,30,45,5.8,14,7.913793103448276,45.9
치지직,쇼 시,36.2,43,47,22,21.5,10,5.986046511627907,128.7
치지직,새롬이 Saeromi,37.8,43,50,23,21.6,10,5.893518518518518,127.3
SOOP,핑빠리,38,20,7,78,1.4,16,14.928571428571429,20.9
치지직,지응자응,38.6,51,41,30,13.2,9,6.3106060606060606,83.3
치지직,노솔링,38.8,24,20,65,2.4,15,11.375,27.3
치지직,실브Sylv,39.6,36,62,19,34,12,4.423529411764706,150.4
치지직,레붕,40,36,31,51,4.5,12,7.866666666666666,35.4
치지직,Domy,40,24,45,43,8,15,6.1375,49.1
치지직,다우리,40.8,24,18,72,2,15,11.5,23
치지직,창틀에피는꽃,43,43,33,53,4.7,10,7.297872340425532,34.3
치지직,유룽그,43.2,24,17,79,1.8,15,11.555555555555555,20.8
치지직,련히,43.6,36,25,66,3,12,8.666666666666666,26
SOOP,도그홀,44,62,65,14,49.5,7,4.21010101010101,208.4
치지직,우주악당해적로봇,44.2,43,35,54,5,10,6.84,34.2
치지직,어캐,45,43,58,33,15.1,10,5.105960264900662,77.1
치지직,방아방하,45,51,55,32,14.7,9,5.421768707482993,79.7
치지직,미토키,45.8,29,19,81,1.7,14,11.470588235294118,19.5
SOOP,달리미르,46.2,51,51,39,10.6,9,5.820754716981132,61.7
치지직,펜리르405,46.8,20,23,84,2,16,9.3,18.6
치지직,세라몬,50.8,40,34,73,3.3,11,6.878787878787879,22.7
치지직,니마,51.4,59,68,31,21,8,3.8857142857142857,81.6
치지직,연화서,51.4,51,39,64,4.3,9,6.488372093023256,27.9
치지직,꾸한,53,43,42,69,3.9,10,6.256410256410256,24.4
치지직,아라리 Arari,53.6,40,56,58,5.9,11,5.169491525423729,30.5
치지직,백만봉,54.2,59,77,29,30.8,8,3.0064935064935066,92.6
치지직,한지카,54.6,43,48,67,4.2,10,5.928571428571429,24.9
SOOP,겜퐁,54.6,77,70,28,28.2,6,3.475177304964539,98
치지직,힛벨HitBell,54.8,62,79,27,33.5,7,2.952238805970149,98.9
치지직,제이백 J BACK,55,51,72,40,16.2,9,3.302469135802469,53.5
치지직,l박정현l,56.6,51,59,57,6.6,9,4.681818181818182,30.9
치지직,띵동 Ddingdong,57,51,73,44,14.6,9,3.267123287671233,47.7
치지직,MULTISSUE,59.2,62,76,41,17.4,7,3.0344827586206895,52.8
치지직,마아초,59.4,59,81,38,22.7,8,2.8325991189427313,64.3
치지직,IMAmurderer,60.2,51,43,82,3.1,9,6.193548387096774,19.2
치지직,l전설l,60.8,62,85,36,26.7,7,2.6928838951310863,71.9
치지직,FrankSriracha,65.2,62,83,49,14.5,7,2.793103448275862,40.5
치지직,키이로옐,66.4,62,64,71,5.5,7,4.3090909090909095,23.7
치지직,Lrys,67.8,77,71,60,8.5,6,3.4,28.9
치지직,류씨유,68.2,77,95,37,30.3,6,2.3168316831683167,70.2
SOOP,BJ기린보이,68.4,98,74,48,12.9,4,3.248062015503876,41.9
치지직,백범자,68.6,43,53,97,2.1,10,5.714285714285714,12
SOOP,강드-,69,83,75,56,9.7,5,3.216494845360825,31.2
치지직,겜퀸비,69.2,62,52,90,2.8,7,5.785714285714286,16.2
치지직,춘꾸,69.6,62,66,77,5,7,4.2,21
치지직,커엽소,72.4,62,91,59,11.7,7,2.4786324786324787,29
치지직,타코쿤,72.8,62,89,62,11,7,2.5727272727272728,28.3
치지직,atom2bit,74,62,38,116,0.8,7,6.625,5.3
치지직,채닝닝,74.4,62,61,94,3,7,4.466666666666667,13.4
치지직,배귤,77,83,96,55,14.8,5,2.2094594594594597,32.7
SOOP,Geso,77,83,88,63,10.9,5,2.5871559633027523,28.2
SOOP,킴소울.,77.8,83,67,86,4.4,5,3.9545454545454546,17.4
치지직,에이다A,78.4,62,60,105,1.7,7,4.470588235294118,7.6
SOOP,아일린8초,80.2,83,84,75,7.9,5,2.7468354430379747,21.7
치지직,아이스바이스,81.8,83,80,83,6.5,5,2.9076923076923076,18.9
치지직,독크햄,83.4,77,63,107,1.6,6,4.375,7
치지직,한하코,83.8,77,86,85,6.9,6,2.652173913043478,18.3
치지직,돌 카사,84.4,62,57,123,0.7,7,5.142857142857143,3.6
치지직,겜퐁,85.4,83,120,52,28.3,5,1.243816254416961,35.2
치지직,평쭈,86.2,83,82,92,5.4,5,2.7962962962962963,15.1
치지직,푸른선장,90.2,77,54,133,0.3,6,5.666666666666667,1.7
치지직,아일린8초,90.2,83,98,86,8,5,2.175,17.4
치지직,다츠마,91,83,116,70,16.3,5,1.4723926380368098,24
치지직,서젼,93.6,98,124,61,24.2,4,1.1735537190082646,28.4
치지직,크볼,94.2,83,105,89,8.7,5,1.9195402298850575,16.7
치지직,연낭찬,94.2,83,114,80,13.4,5,1.5149253731343284,20.3
치지직,피빛새싹,95.8,83,103,95,6.5,5,2.046153846153846,13.3
치지직,서제리,97.6,98,99,96,5.9,4,2.169491525423729,12.8
치지직,게임조무사GameJomusa,97.8,83,129,74,21.9,5,1.0273972602739727,22.5
치지직,기린보2,98.8,98,130,68,24.1,4,1.020746887966805,24.6
SOOP,베랭,100.2,83,69,140,0.3,5,3.6666666666666665,1.1
치지직,템포XD,100.8,98,110,93,8.1,4,1.6790123456790123,13.6
치지직,김망고SS2,102,98,118,88,13,4,1.3076923076923077,17
치지직,트냥이,102.4,98,106,101,4.6,4,1.8695652173913044,8.6
SOOP,걍놀고싶어요,103.4,113,100,102,3.9,3,2.128205128205128,8.3
치지직,삼 칠,103.4,113,102,100,4.5,3,2.066666666666667,9.3
치지직,데굴알밤,103.6,98,111,99,5.7,4,1.6666666666666667,9.5
치지직,F마린,104.2,113,113,91,10.2,3,1.5686274509803921,16
치지직,아스드,104.8,62,121,110,5.3,7,1.2264150943396226,6.5
SOOP,원숭이나무에,105,113,94,112,2.4,3,2.3333333333333335,5.6
치지직,미 역,105.6,98,87,128,1.1,4,2.6363636363636362,2.9
치지직,빨간행인,107.2,98,101,118,2.4,4,2.125,5.1
치지직,심해새우Abyssshrimp0326,108.6,113,90,125,1.3,3,2.5384615384615383,3.3
치지직,김율1,108.6,113,78,137,0.4,3,3,1.2
치지직,메리스,110.4,98,115,112,3.7,4,1.5135135135135136,5.6
치지직,겜도깨비,110.4,98,123,104,6.5,4,1.2153846153846153,7.9
치지직,로그마,110.6,113,104,116,2.6,3,2.0384615384615383,5.3
치지직,김파인애플,110.6,113,92,128,1.2,3,2.4166666666666665,2.9
치지직,별밤율,111,113,107,114,3,3,1.8333333333333333,5.5
SOOP,몽키매직이,111.4,113,97,125,1.5,3,2.2,3.3
치지직,똬리 TTwaLi,113,113,117,109,4.6,3,1.4565217391304348,6.7
치지직,미대곰,113.4,113,125,102,7.1,3,1.1690140845070423,8.3
치지직,빠라빵코,114.6,113,93,137,0.5,3,2.4,1.2
치지직,댕이뾰이,114.8,98,127,111,5.9,4,1.0677966101694916,6.3
치지직,하믹스,115.6,98,108,132,1.1,4,1.7272727272727273,1.9
치지직,Acode,115.8,113,109,124,2,3,1.7,3.4
치지직,햄쮸맨,117,113,138,98,15,3,0.7133333333333334,10.7
치지직,크 래 커,119.8,113,122,121,3.1,3,1.2258064516129032,3.8
치지직,베랭,119.8,113,137,106,9.5,3,0.7578947368421053,7.2
치지직,샤라킹 Shine Like a King,123,113,118,133,1.3,3,1.3076923076923077,1.7
치지직,게소,124,98,143,118,11.3,4,0.45132743362831856,5.1
치지직,애츠,124.2,113,111,143,0.6,3,1.6666666666666667,1
치지직,암무거나,126,132,141,108,13.8,2,0.5,6.9
치지직,트랑스,128,132,140,114,8.5,2,0.6470588235294118,5.5
치지직,PyoZone,128.4,132,133,122,3.9,2,0.9487179487179487,3.7
치지직,몰라나는,130,132,128,131,1.9,2,1.0526315789473684,2
치지직,샤큰입니당,131.6,132,126,137,1.1,2,1.0909090909090908,1.2
치지직,연봉이v,132.8,132,136,130,3.2,2,0.84375,2.7
치지직,MAXH,133.2,132,147,120,17,2,0.22941176470588234,3.9
치지직,현단영,134,132,142,127,6.6,2,0.45454545454545453,3
치지직,해초씨앗,136,132,134,140,1.2,2,0.9166666666666666,1.1
치지직,효돌이92,138,132,144,135,3.8,2,0.42105263157894735,1.6
치지직,PLAYER0823,139,145,139,136,2.1,1,0.6666666666666666,1.4
치지직,피지v,139.4,145,131,145,0.9,1,1,0.9
치지직,시 테,141.8,145,135,147,0.9,1,0.8888888888888888,0.8
치지직,미니건 슬레이어,142,132,146,143,3.3,2,0.30303030303030304,1
치지직,닥돌이야,142.2,145,131,152,0.1,1,1,0.1
치지직,동글동글동그리,144,132,145,149,1.8,2,0.3888888888888889,0.7
치지직,백이청,144.4,132,148,147,3.9,2,0.20512820512820512,0.8
치지직,타락 천사,145.4,145,151,140,6.4,1,0.171875,1.1
치지직,최영화,147.8,145,152,145,5.9,1,0.15254237288135594,0.9
치지직,가온길,149,145,149,151,1,1,0.2,0.2
치지직,내이름은깡돌,149,145,150,150,2.1,1,0.19047619047619047,0.4
치지직,joshua 93,151,145,153,152,1.1,1,0.09090909090909091,0.1
치지직,PI파이,151.4,145,154,152,1.7,1,0.058823529411764705,0.1
치지직,아재스TV,151.8,145,155,152,2.9,1,0.034482758620689655,0.1
치지직,꿈은없고걍놀고싶어요,152.2,145,156,152,3.9,1,0.02564102564102564,0.1
치지직,서드스타,157,157,157,157,0.4,0,0,0
