플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
치지직,박득천,270.9,133,54.430047988187525,14745.1
SOOP,화여니,325.2,67,38.775522755227556,12609.8
치지직,렛 삐,155,76,42.83806451612903,6639.9
치지직,차금지,235.2,49,17.953231292517007,4222.6
치지직,끠월마녀,57.1,124,71.25218914185639,4068.5
SOOP,로지rozi,208.8,46,17.329980842911876,3618.5
치지직,Doman도만,238.8,53,15.088777219430487,3603.2
치지직,렉 시,312.1,36,8.971483498878564,2800
치지직,현은빈,169,49,16.078698224852072,2717.3
치지직,뱀용,219.2,26,11.038321167883211,2419.6
치지직,마하라지,109.7,58,20.452142206016408,2243.6
치지직,강퀴88,5,680,435.18,2175.9
치지직,도그홀,137.4,37,15.466521106259098,2125.1
SOOP,아드레날린。,94.9,39,20.952581664910433,1988.4
SOOP,서경주,349.2,16,5.632016036655212,1966.7
치지직,릴쓰,191,38,10.26910994764398,1961.4
SOOP,김멘탈,203.5,20,9.597542997542998,1953.1
치지직,꽃분홍,32.6,74,47.941717791411044,1562.9
SOOP,Rity~,121.4,30,12.126853377265238,1472.2
SOOP,박현정,81.3,31,17.682656826568266,1437.6
치지직,노페,3,922,453.23333333333335,1359.7
SOOP,피아__,161.6,26,8.407178217821782,1358.6
치지직,Domy,170.5,39,7.770674486803519,1324.9
치지직,겜보1,167.5,17,7.841791044776119,1313.5
치지직,유함이,133.8,25,9.360986547085203,1252.5
치지직,IMAmurderer,268.3,14,4.486395825568394,1203.7
치지직,최하루s,78.2,28,14.824808184143222,1159.3
SOOP,꾸티뉴,2.9,467,393.13793103448273,1140.1
치지직,낭도람,194.8,25,5.844969199178645,1138.6
치지직,찬꾹,175.6,19,6.341116173120729,1113.5
치지직,렘쨩,36.7,66,29.96457765667575,1099.7
치지직,세모개미,78.7,24,13.416772554002542,1055.9
SOOP,해리,2.5,522,395.96,989.9
치지직,감쑥이,50.8,45,19.12795275590551,971.7
SOOP,촙촙이야,169.6,17,5.7057783018867925,967.7
치지직,노솔링,63.6,35,13.742138364779874,874
치지직,미토키,59.9,38,13.998330550918197,838.5
치지직,유건 패브로,133.6,15,6.125,818.3
SOOP,유함이,122.2,12,6.311783960720131,771.3
치지직,하이유ㅎ,16.5,77,45.93939393939394,758
치지직,쇼 시,128.8,14,5.878105590062112,757.1
치지직,아일린8초,226.5,11,3.0706401766004414,695.5
치지직,겜도깨비,425.5,9,1.591539365452409,677.2
치지직,l박정현l,191.4,11,3.5094043887147337,671.7
치지직,갑엇,127.7,17,5.226311667971809,667.4
치지직,키이로옐,175.1,11,3.770988006853227,660.3
치지직,김 태오,55.9,20,11.38282647584973,636.3
치지직,냐 미 Nyami,5.9,121,107.67796610169492,635.3
치지직,융 쁘,26.4,42,23.984848484848484,633.2
치지직,김soya,80.1,18,7.617977528089888,610.2
치지직,레붕,52.7,24,11.178368121442125,589.1
치지직,이리온 lrion,6.3,152,92.07936507936508,580.1
치지직,게임조무사GameJomusa,164.6,13,3.4793438639125154,572.7
치지직,다츠마,216.2,8,2.6110083256244216,564.5
치지직,빠라빵코,148.2,10,3.6106612685560053,535.1
치지직,악동 김블루,2.1,345,251.85714285714286,528.9
치지직,서젼,102.6,17,4.910331384015595,503.8
치지직,릴테이프,115.4,11,4.344020797227037,501.3
치지직,시로시로유,189.1,7,2.5848757271285034,488.8
치지직,oyagato,43.1,20,10.85614849187935,467.9
SOOP,겜퐁,158,6,2.9075949367088607,459.4
치지직,l전설l,146.7,10,3.12747102931152,458.8
치지직,랜박,24.2,28,18.210743801652892,440.7
치지직,웍허,83.3,13,5.230492196878751,435.7
SOOP,릴테이프,116.9,7,3.619332763045338,423.1
치지직,이 소 에,6.5,77,63.55384615384615,413.1
치지직,방아방하,81.4,11,5.072481572481572,412.9
치지직,효랭총각,84.7,12,4.873671782762692,412.8
SOOP,빠라빵코,39.2,17,10.40561224489796,407.9
SOOP,아일린8초,210.5,5,1.9192399049881235,404
치지직,새살이솔솔마데카솔,41.6,20,9.411057692307692,391.5
치지직,깨미는뚠뚠,9.2,69,41.68478260869565,383.5
치지직,윤 씨,38.7,33,9.896640826873385,383
치지직,헌재,128.4,10,2.896417445482866,371.9
치지직,니마,150.3,7,2.4683965402528276,371
치지직,루모리,32.8,26,11.253048780487806,369.1
치지직,푸른선장,74.1,19,4.807017543859649,356.2
치지직,FIXXER,96.4,10,3.695020746887967,356.2
치지직,지옥불맨,17.3,33,20.196531791907514,349.4
치지직,유실리안,100,8,3.389,338.9
치지직,릴리나봉,36.9,21,8.653116531165312,319.3
치지직,데굴알밤,84,11,3.7928571428571427,318.6
치지직,포니92,14.2,33,21.56338028169014,306.2
치지직,어캐,60.7,11,4.891268533772652,296.9
SOOP,아라리_-,25.1,23,11.665338645418327,292.8
치지직,모모팡,17.1,31,16.748538011695906,286.4
치지직,류씨유,123.1,8,2.274573517465475,280
SOOP,핑빠리,19.3,20,14.38860103626943,277.7
치지직,세웅99,94.5,7,2.907936507936508,274.8
치지직,바나나맛우윰,12.4,39,22,272.8
SOOP,치명적여사,19.2,25,14.192708333333334,272.5
치지직,백만봉,105.6,8,2.559659090909091,270.3
치지직,빛단아,18.9,20,13.666666666666666,258.3
치지직,고먐미님,16.2,27,15.74074074074074,255
치지직,김나리,37.8,19,6.328042328042328,239.2
치지직,다루쥐,17.8,26,13.348314606741573,237.6
SOOP,내가박바기,54.5,9,4.253211009174312,231.8
치지직,다우리,18.8,19,11.893617021276595,223.6
치지직,늑찡,35.3,16,6.215297450424929,219.4
치지직,루씨엠99,35.5,12,6.154929577464789,218.5
치지직,련히,27.2,18,8.022058823529411,218.2
치지직,유룽그,19.1,17,11.413612565445026,218
치지직,레지나Rezina,8.5,47,25,212.5
치지직,아라리 Arari,27.8,19,7.241007194244604,201.3
치지직,겜퐁,182.3,5,1.0466264399341745,190.8
치지직,최영화,111.2,5,1.6672661870503598,185.4
치지직,크 래 커,90.4,7,2.0486725663716814,185.2
치지직,MULTISSUE,66.4,7,2.7756024096385543,184.3
SOOP,안녕하곰,55,8,3.3436363636363637,183.9
치지직,쟈홍,70.2,6,2.5313390313390314,177.7
치지직,세상세,103.6,7,1.691119691119691,175.2
치지직,한지카,23.6,15,7.127118644067797,168.2
치지직,순희 SUNY,12.4,18,13.338709677419354,165.4
SOOP,효랭총각,64.8,5,2.537037037037037,164.4
치지직,임환,32.8,11,4.740853658536586,155.5
치지직,백범자,17.1,17,9.076023391812866,155.2
치지직,768,44.4,8,3.4166666666666665,151.7
치지직,커엽소,44.1,7,3.360544217687075,148.2
SOOP,휘야.,48.4,6,2.950413223140496,142.8
치지직,팡 현,60.1,7,2.344425956738769,140.9
치지직,Lrys,29.6,17,4.64527027027027,137.5
치지직,진 소희,25.9,13,5.293436293436294,137.1
치지직,혼밥꾼,35,6,3.9171428571428573,137.1
SOOP,갓정이,86.7,5,1.5559400230680507,134.9
치지직,라피LaFi,38.5,7,3.3922077922077922,130.6
치지직,은진이,20.8,12,6.144230769230769,127.8
치지직,안녕하곰,82,5,1.501219512195122,123.1
치지직,썬대디 TV,47.1,7,2.6072186836518045,122.8
SOOP,강드-,45.5,6,2.698901098901099,122.8
SOOP,김마렌,3.3,41,36.54545454545455,120.6
치지직,파 크 모,3.7,54,31.216216216216218,115.5
치지직,플라멩코,81.2,5,1.353448275862069,109.9
치지직,지응자응,27.3,9,4.021978021978022,109.8
SOOP,도그홀,32.7,6,3.314984709480122,108.4
치지직,피빛새싹,50.9,9,2.117878192534381,107.8
치지직,권유호,15.4,13,6.98051948051948,107.5
치지직,근토,21.7,10,4.8986175115207375,106.3
SOOP,서젼,52.3,4,2.005736137667304,104.9
치지직,감쏘야,1.8,60,56.27777777777778,101.3
치지직,앵성,23.3,8,4.261802575107296,99.3
SOOP,윤워커,32.7,7,3.018348623853211,98.7
치지직,전게,3,39,32.6,97.8
치지직,아스드,37.7,7,2.570291777188329,96.9
치지직,CASKER,4.8,37,19.895833333333332,95.5
SOOP,연우얌z,6.4,19,14.859375,95.1
SOOP,디오Dio,23.5,8,4.042553191489362,95
SOOP,쭝매-,17,9,5.552941176470588,94.4
치지직,쏘지마요,3.2,38,28.53125,91.3
치지직,한심한김진돌,6.9,19,13.173913043478262,90.9
치지직,마아초,33.6,6,2.705357142857143,90.9
SOOP,리성혁,20.1,8,4.482587064676617,90.1
치지직,하루 님,18.2,8,4.868131868131868,88.6
치지직,김망고SS2,25.4,16,3.4763779527559056,88.3
치지직,리 체,15,12,5.766666666666667,86.5
치지직,디 루,6.4,18,12.640625,80.9
SOOP,김은거.,4.2,20,18.857142857142858,79.2
치지직,휘 야,65.9,6,1.182094081942337,77.9
SOOP,엣치쿠,3.3,26,23.393939393939394,77.2
치지직,에직,42.6,5,1.807511737089202,77
치지직,롤친구 부따맨,17.3,21,4.369942196531792,75.6
치지직,진짜 하련,11.7,9,6.3760683760683765,74.6
치지직,미우먀우,4.2,25,17.61904761904762,74
SOOP,숙봉이,2.7,33,27.37037037037037,73.9
SOOP,부따맨^^,25.2,5,2.9166666666666665,73.5
치지직,김머만,51.6,5,1.4108527131782946,72.8
치지직,창기XD,15,11,4.793333333333333,71.9
치지직,오리 0rI,202.1,3,0.34933201385452745,70.6
치지직,독크햄,16.7,9,4.221556886227545,70.5
치지직,흑두꺼비,19.8,9,3.54040404040404,70.1
SOOP,개절,3,26,22.833333333333332,68.5
치지직,깡누,8.6,12,7.953488372093023,68.4
치지직,F마린,36.2,3,1.8867403314917126,68.3
SOOP,이지수^^*,2.6,29,26.23076923076923,68.2
치지직,금귤잉a,6.9,16,9.884057971014492,68.2
치지직,겜퀸비,10.6,9,6.339622641509434,67.2
치지직,최벽돌,23.4,9,2.8547008547008548,66.8
치지직,괴몽,13.8,8,4.818840579710145,66.5
치지직,히게 hige,4.1,20,15.902439024390244,65.2
SOOP,Arc_Raiders,57.4,3,1.1341463414634145,65.1
치지직,나는촙촙이야,190.3,5,0.3415659485023647,65
