플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
SOOP,박현정,2.8,4,4,1,87.1,31,19.711825487944893,1716.9
SOOP,화여니,3.4,1,1,7,14.9,45,27.033557046979865,402.8
치지직,헌재HeonJae,6.2,7,10,2,65.2,24,12.269938650306749,800
치지직,도그홀,7.6,8,9,6,30.8,23,13.344155844155845,411
치지직,새롬이 Saeromi,8.6,5,16,3,55.3,27,11.312839059674502,625.6
치지직,하보냐,10.4,2,14,11,22.8,36,11.662280701754385,265.9
치지직,박득천,13.4,3,2,30,3.2,35,23.5625,75.4
SOOP,서경주,13.6,22,19,4,62.9,16,9.50556438791733,597.9
치지직,다루쥐,13.8,9,8,22,7.5,21,14.906666666666666,111.8
치지직,렛 삐,14.6,5,3,31,3.4,27,20.529411764705884,69.8
치지직,유함이,16.8,14,22,13,26.6,18,9.048872180451127,240.7
치지직,솜탕Somtang,17,9,21,17,18.1,21,9.099447513812155,164.7
치지직,추계절,17.2,14,11,25,7.5,18,12.266666666666667,92
치지직,릴쓰,18.4,14,24,15,22.5,18,8.64,194.4
치지직,아기노랑,19,11,37,5,63.9,20,6.832550860719874,436.6
치지직,현은빈,21.2,20,23,20,14.4,17,8.819444444444445,127
치지직,세라몬,22.2,25,25,18,18,15,8.422222222222222,151.6
SOOP,달리미르,22.8,26,32,12,32.7,14,7.574923547400612,247.7
치지직,유건 패브로,22.8,20,39,8,51.3,17,6.306042884990253,323.5
치지직,미토키,23.2,22,13,34,5.3,16,11.849056603773585,62.8
치지직,젠드로 Jendro,25.2,22,12,40,4.4,16,11.977272727272727,52.7
치지직,차금지,25.2,14,29,27,9.9,18,8.181818181818182,81
치지직,렉 시,28.8,36,45,9,58.1,12,5.344234079173838,310.5
SOOP,오리넉구리,29.2,32,47,10,54.8,13,4.859489051094891,266.3
치지직,땡 땡 이,29.6,36,35,21,16.6,12,7.090361445783133,117.7
치지직,띵동 Ddingdong,30.4,26,40,23,15.2,14,6.151315789473684,93.5
치지직,다우리,30.8,32,20,41,5.4,13,9.351851851851851,50.5
치지직,쇼 시,32.4,32,41,24,15.2,13,6.0855263157894735,92.5
치지직,쿠시쿠리,35.6,12,5,78,0.8,19,17.375,13.9
치지직,서제리,36.6,51,52,14,52.2,8,3.7509578544061304,195.8
치지직,나지안,37,41,56,16,49.4,11,3.4412955465587043,170
치지직,먀우 myau,37.6,32,31,47,4.4,13,7.886363636363637,34.7
치지직,세모개미,38,14,18,70,1.7,18,9.529411764705882,16.2
치지직,김망고SS2,38,26,44,38,10.4,14,5.538461538461538,57.6
치지직,콜라o,38.4,26,28,55,3.3,14,8.242424242424242,27.2
치지직,현시기123,38.8,12,7,84,0.7,19,15.142857142857142,10.6
치지직,게임하는오늘,39.2,36,38,42,6.8,12,6.485294117647059,44.1
치지직,나객 Nagaek,40.4,26,34,54,3.8,14,7.315789473684211,27.8
SOOP,식쑤,41,47,43,36,10.1,10,5.930693069306931,59.9
치지직,백범자,42.2,41,33,52,3.9,11,7.435897435897436,29
SOOP,찰지지,42.4,14,6,93,0.4,18,17.25,6.9
치지직,딸 바 초,42.8,36,30,59,3.2,12,8.0625,25.8
치지직,준봉이,43,47,49,35,13.6,10,4.602941176470588,62.6
치지직,햄쮸맨,43.8,41,70,19,50.9,11,2.62475442043222,133.6
치지직,혜지는혜지,45.8,49,42,48,5.2,9,6.076923076923077,31.6
치지직,Doman도만,47.2,26,26,79,1.6,14,8.3125,13.3
SOOP,강드-,47.8,73,54,29,20.8,5,3.673076923076923,76.4
치지직,MULTISSUE,48.6,49,53,44,10.3,9,3.7184466019417477,38.3
치지직,게임조무사GameJomusa,49.8,61,66,28,28.8,6,2.795138888888889,80.5
