플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
SOOP,박현정,2.4,2,4,1,66.6,29,17.36036036036036,1156.2
치지직,새롬이 Saeromi,5.4,3,8,4,41.4,28,12.990338164251208,537.8
치지직,도그홀,5.4,5,6,5,32.3,26,13.6656346749226,441.4
치지직,젠드로 Jendro,6.8,4,1,14,9.4,27,17.904255319148938,168.3
치지직,헌재HeonJae,9.4,9,13,6,32,20,11.303125,361.7
SOOP,서경주,9.6,12,16,2,79.6,19,10.257537688442211,816.5
치지직,릴쓰,10.2,13,12,7,29.7,18,11.404040404040405,338.7
치지직,띵동 Ddingdong,13.4,9,18,11,22.4,20,9.428571428571429,211.2
치지직,나지안,14.6,1,27,9,42.8,36,6.880841121495327,294.5
치지직,솜탕Somtang,15.6,14,10,22,8,17,11.875,95
치지직,도라리 Dorari,16.4,6,3,35,3.1,22,17.387096774193548,53.9
SOOP,오리넉구리,16.8,22,28,3,84.8,14,6.783018867924528,575.2
치지직,다우리,17.6,6,2,39,2.6,22,17.5,45.5
치지직,유건 패브로,17.6,22,25,8,41.3,14,7.6440677966101696,315.7
치지직,쇼 시,18,14,20,18,16.8,17,8.202380952380953,137.8
치지직,다루쥐,19,9,5,38,3.1,20,15.064516129032258,46.7
치지직,레플 Lepple,20,14,11,32,4.8,17,11.604166666666666,55.7
치지직,현은빈,20.4,8,14,33,5.2,21,10.596153846153847,55.1
치지직,루 니,20.4,22,19,21,11.3,14,8.716814159292035,98.5
치지직,유함이,20.8,22,22,19,14.6,14,7.767123287671233,113.4
치지직,햄쮸맨,22.8,22,36,10,47.9,14,5.16910229645094,247.6
치지직,깨액,25.2,20,33,20,19.7,15,5.50253807106599,108.4
치지직,위즐리어카,25.6,18,9,46,3,16,12.333333333333334,37
SOOP,달리미르,25.8,37,31,15,24.2,9,6.223140495867769,150.6
치지직,백범자,30.8,20,26,41,5.8,15,7.448275862068965,43.2
치지직,서제리,30.8,32,49,12,44.4,11,3.954954954954955,175.6
치지직,콜슝이,31.6,14,56,16,46.4,17,3.1573275862068964,146.5
SOOP,도그홀,32.2,43,46,13,42.2,8,4.097156398104265,172.9
치지직,어캐,32.6,37,35,28,14,9,5.171428571428572,72.4
치지직,Doman도만,33.6,22,17,56,2.5,14,10.08,25.2
치지직,갑엇,34,34,37,31,11.9,10,5.1344537815126055,61.1
치지직,노랑이에용,34.8,30,42,30,13.6,12,4.573529411764706,62.2
치지직,미토키,34.8,18,15,63,1.7,16,10.470588235294118,17.8
SOOP,식쑤,35.6,34,32,40,7.7,10,5.766233766233766,44.4
치지직,캔트리스,35.8,43,45,23,21.4,8,4.313084112149533,92.3
치지직,세라몬,36,30,23,52,3.6,12,7.75,27.9
치지직,찌부엉,36.8,28,24,54,3.5,13,7.714285714285714,27
SOOP,강드-,37.8,43,39,34,11.4,8,4.7368421052631575,54
치지직,혜지는혜지,38,32,30,49,4.5,11,6.355555555555555,28.6
치지직,MULTISSUE,38.2,43,38,36,10.4,8,5.019230769230769,52.2
치지직,김망고SS2,39.8,37,52,29,18.4,9,3.4130434782608696,62.8
치지직,연 찬,41,37,57,27,23.7,9,3.1350210970464136,74.3
치지직,계란빵한개만원,43.6,34,21,71,1.7,10,7.823529411764706,13.3
치지직,게임하는노래쟁이,45.8,43,43,50,6.3,8,4.523809523809524,28.5
치지직,키마곤,46.2,37,72,25,33.5,9,2.4507462686567165,82.1
치지직,게임조무사GameJomusa,46.8,50,68,24,32.8,7,2.75,90.2
치지직,최강후야,49.2,50,81,17,73.3,7,1.984993178717599,145.5
치지직,백만봉,49.6,50,51,48,8.5,7,3.4823529411764707,29.6
치지직,춘꾸,51.2,50,41,62,4.1,7,4.682926829268292,19.2
SOOP,게임하는오늘,52,50,40,65,3.6,7,4.722222222222222,17
SOOP,이산군,52.8,56,67,37,17.9,6,2.804469273743017,50.2
SOOP,화여니,52.8,28,7,111,0.1,13,13,1.3
SOOP,택견_,54,68,59,42,13.3,5,3.0977443609022557,41.2
SOOP,한하코,55.6,56,50,61,5.1,6,3.843137254901961,19.6
치지직,앤슬,55.6,50,71,43,16.3,7,2.503067484662577,40.8
치지직,트냥이,56,56,44,68,3.5,6,4.4,15.4
치지직,벤디모 Bandimo,57.4,37,58,67,5.3,9,3.1320754716981134,16.6
치지직,남청하,59.6,56,76,45,18.2,6,2.0934065934065935,38.1
치지직,게임하는오늘,60.2,43,34,95,0.8,8,5.5,4.4
치지직,창틀에피는꽃,60.2,43,29,100,0.5,8,6.6,3.3
SOOP,겜퐁,60.4,80,54,57,7.6,4,3.1973684210526314,24.3
치지직,나는 조아요,61.2,56,55,70,4.3,6,3.186046511627907,13.7
치지직,데굴알밤,62.8,68,79,44,20.1,5,1.9950248756218905,40.1
치지직,니마,62.8,68,60,63,5.8,5,3.0689655172413794,17.8
치지직,별밤율,65.6,56,78,58,11.7,6,2.0256410256410255,23.7
치지직,하미유,66.4,56,61,77,3.8,6,3,11.4
치지직,독특,66.4,56,112,26,91.6,6,0.8176855895196506,74.9
치지직,커엽소,68.8,56,69,75,4.7,6,2.723404255319149,12.8
치지직,뮤미엘,70.4,68,66,76,4.2,5,2.8333333333333335,11.9
치지직,Lrys,70.8,68,53,90,1.7,5,3.411764705882353,5.8
치지직,북부중공,71.6,80,74,65,7.4,4,2.2972972972972974,17
SOOP,EBS_GAME,72,94,80,53,13.8,3,1.9927536231884058,27.5
치지직,캔빗미,72.4,68,92,55,19.3,5,1.38860103626943,26.8
치지직,대군TV,72.4,68,65,82,3.1,5,2.870967741935484,8.9
SOOP,oEarlGrey,72.8,94,62,73,4.4,3,2.9545454545454546,13
치지직,하나비양,72.8,68,63,85,2.5,5,2.92,7.3
치지직,흰여울S2,73.2,68,47,102,0.8,5,4,3.2
치지직,구이몬 92mon,73.6,80,75,69,6.7,4,2.253731343283582,15.1
치지직,서젼,74.8,80,100,47,29.8,4,1.1644295302013423,34.7
치지직,하보냐,75.2,68,47,107,0.5,5,4,2
치지직,이산군,75.6,56,101,60,18.1,6,1.149171270718232,20.8
치지직,미대곰,76,68,84,72,7.7,5,1.7012987012987013,13.1
치지직,채닝닝,76,56,73,89,2.5,6,2.44,6.1
치지직,아스드,76.4,56,90,73,9.2,6,1.4130434782608696,13
치지직,묘수쿤,78.4,80,105,51,27.8,4,1.0071942446043165,28
치지직,지응자응,78.4,80,64,92,1.7,4,2.8823529411764706,4.9
치지직,카카보,78.8,80,98,59,19.3,4,1.1968911917098446,23.1
SOOP,걍놀고싶어요,81.6,94,77,80,4.6,3,2.0434782608695654,9.4
치지직,마아초,84,94,82,81,5,3,1.86,9.3
치지직,l전설l,84.8,80,89,83,5.2,4,1.4615384615384615,7.6
치지직,타누키치P,85.6,80,70,104,1.1,4,2.5454545454545454,2.8
치지직,크볼,87.2,68,85,99,2,5,1.7,3.4
치지직,지건이,87.2,80,94,84,5.5,4,1.3454545454545455,7.4
치지직,피빛새싹,88.4,94,96,78,8.2,3,1.2926829268292683,10.6
치지직,포테이토 맨,90.8,80,87,100,2,4,1.65,3.3
치지직,다츠마,90.8,80,108,79,10.8,4,0.8888888888888888,9.6
치지직,안녕레인저,90.8,94,83,97,2.1,3,1.7142857142857142,3.6
치지직,Lussaphi,91.6,80,91,98,2.5,4,1.4,3.5
치지직,oEarlGrey,93.2,94,95,91,4.4,3,1.2954545454545454,5.7
치지직,댕이뾰이,94.8,94,104,86,6.2,3,1.0806451612903225,6.7
치지직,엔오님,96,94,97,96,3.3,3,1.2424242424242424,4.1
치지직,할모닝,96,94,88,105,1.6,3,1.5,2.4
치지직,최영화,97.4,107,103,87,5.8,2,1.103448275862069,6.4
치지직,헉깨수,98,80,102,103,2.7,4,1.1481481481481481,3.1
치지직,순노,98.4,94,93,106,1.6,3,1.375,2.2
치지직,겜퐁,100.6,107,111,87,7.7,2,0.8311688311688312,6.4
치지직,MAXH,102,94,114,94,9.5,3,0.47368421052631576,4.5
치지직,실브Sylv,102.2,107,110,92,5.8,2,0.8448275862068966,4.9
치지직,제브 그레이,102.6,107,86,117,0.3,2,1.6666666666666667,0.5
치지직,아르카딘,105.2,94,109,107,2.3,3,0.8695652173913043,2
치지직,박용호,107,107,99,115,0.6,2,1.1666666666666667,0.7
치지직,박종근,108.6,107,106,112,1.1,2,1,1.1
치지직,박정규리,111.4,107,113,112,1.9,2,0.5789473684210527,1.1
치지직,PI파이,111.4,107,115,110,6.9,2,0.2463768115942029,1.7
치지직,Taekkyon,111.8,107,117,109,13.4,2,0.1417910447761194,1.9
치지직,현유채,113.2,118,106,118,0.4,1,1,0.4
치지직,ya호,113.4,107,118,112,8.3,2,0.13253012048192772,1.1
치지직,꿈은없고걍놀고싶어요,113.8,107,116,115,4.5,2,0.15555555555555556,0.7
치지직,김호자,119.2,118,120,119,3,1,0.1,0.3
치지직,아재스TV,119.2,118,119,120,1.9,1,0.10526315789473684,0.2
