플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
SOOP,화여니,72,46,32.40972222222222,2333.5
SOOP,박현정,60.9,25,15.482758620689655,942.9
치지직,박득천,28.6,57,32.01748251748252,915.7
SOOP,서경주,95.6,21,8.835774058577407,844.7
치지직,차금지,49.2,31,12.951219512195122,637.2
SOOP,로지rozi,45.4,21,10.682819383259911,485
치지직,유함이,40.7,19,11.402948402948402,464.1
치지직,방아방하,61.6,11,6.251623376623376,385.1
치지직,도그홀,32.9,20,11.39209726443769,374.8
치지직,렛 삐,10.5,42,29.895238095238096,313.9
치지직,유건 패브로,42.7,30,6.697892271662764,286
SOOP,Rity~,22.6,18,12.4070796460177,280.4
치지직,헌재HeonJae,55.5,16,5.036036036036036,279.5
치지직,뱀용,28.3,17,9.607773851590107,271.9
치지직,갑엇,29.8,17,9.11744966442953,271.7
치지직,Doman도만,20.6,28,11.800970873786408,243.1
치지직,깨미는뚠뚠,8.7,44,26.977011494252874,234.7
치지직,키이로옐,55.7,10,4.134649910233393,230.3
치지직,IMAmurderer,30.9,16,7.210355987055016,222.8
SOOP,빠라빵코,23.1,17,9.2987012987013,214.8
치지직,새롬이 Saeromi,34.3,13,6.072886297376093,208.3
치지직,현은빈,17.3,21,11.803468208092486,204.2
SOOP,도그홀,41.2,8,4.218446601941747,173.8
치지직,요루야,4.2,46,39.095238095238095,164.2
치지직,연화서,13.6,18,11.352941176470589,154.4
치지직,l전설l,38.5,9,3.7662337662337664,145
치지직,Domy,24.2,13,5.979338842975206,144.7
치지직,릴쓰,14.6,16,8.705479452054794,127.1
치지직,쇼 시,18.2,9,5.78021978021978,105.2
SOOP,식쑤,18.3,9,5.316939890710382,97.3
치지직,니마,25.5,9,3.4705882352941178,88.5
치지직,세모개미,5.8,23,15.10344827586207,87.6
치지직,어캐,16,9,5.2625,84.2
치지직,다우리,7,17,11.742857142857142,82.2
치지직,백만봉,28.3,7,2.8586572438162543,80.9
치지직,피빛새싹,22,10,3.6136363636363638,79.5
치지직,피지v,33.5,7,2.352238805970149,78.8
치지직,렉 시,19.9,10,3.8442211055276383,76.5
SOOP,달리미르,14.3,6,4.426573426573427,63.3
치지직,띵동 Ddingdong,15.3,8,4.084967320261438,62.5
치지직,MULTISSUE,15.9,8,3.811320754716981,60.6
치지직,다루쥐,4.5,18,13.28888888888889,59.8
치지직,oyagato,5.7,14,9.87719298245614,56.3
치지직,세라몬,7.6,12,7.315789473684211,55.6
치지직,지응자응,9.1,10,5.989010989010989,54.5
SOOP,피아__,6.5,10,8.184615384615384,53.2
치지직,겜퀸비,6.9,11,7.6231884057971016,52.6
치지직,평쭈,17,7,3.088235294117647,52.5
치지직,늑찡,9.1,11,5.7032967032967035,51.9
치지직,레붕,4.3,18,11.372093023255815,48.9
치지직,타코쿤,18.1,7,2.6519337016574585,48
치지직,딕션 Diction,15.6,6,3.0705128205128207,47.9
치지직,데굴알밤,14.2,7,3.3028169014084505,46.9
치지직,실브Sylv,8.3,12,5.27710843373494,43.8
치지직,춘꾸,11.1,9,3.8018018018018016,42.2
치지직,삼달수,12.3,8,3.430894308943089,42.2
치지직,웍허,9.3,8,4.494623655913978,41.8
치지직,메리스,16.3,6,2.5276073619631902,41.2
치지직,류씨유,16.8,5,2.3273809523809526,39.1
치지직,FrankSriracha,9.4,7,4.053191489361702,38.1
SOOP,핑빠리,2.7,17,13.851851851851851,37.4
치지직,서젼,19.6,5,1.7653061224489797,34.6
치지직,l박정현l,7.7,8,4.142857142857143,31.9
치지직,힛벨HitBell,9.8,7,3.2244897959183674,31.6
치지직,게임조무사GameJomusa,29.6,6,1.0608108108108107,31.4
치지직,CASKER,1.8,21,17.333333333333332,31.2
치지직,애츠,5.7,9,5.052631578947368,28.8
치지직,연낭찬,12.6,6,2.246031746031746,28.3
SOOP,gaia1,7.5,5,3.493333333333333,26.2
치지직,미토키,2.1,17,12.238095238095237,25.7
SOOP,아라리_-,2.1,13,12.142857142857142,25.5
치지직,한하코,9.5,5,2.642105263157895,25.1
SOOP,몽키매직이,13.6,3,1.838235294117647,25
SOOP,효랭총각,8,4,2.9875,23.9
치지직,밤새버린요괴,5,7,4.66,23.3
치지직,효꾸,2.1,16,11,23.1
SOOP,겜퐁,5.9,5,3.847457627118644,22.7
치지직,템포XD,12.2,6,1.7868852459016393,21.8
치지직,크볼,9.9,5,2.202020202020202,21.8
치지직,별밤율,9.5,8,2.2736842105263158,21.6
치지직,효랭총각,8,5,2.4375,19.5
치지직,넬다,1.6,17,11.5625,18.5
치지직,련히,2.6,9,6.923076923076923,18
치지직,Lrys,2,10,8.35,16.7
치지직,암무거나,25.3,4,0.6363636363636364,16.1
치지직,겜토 GamTo,5.8,7,2.7413793103448274,15.9
치지직,미대곰,12.5,4,1.272,15.9
치지직,한지카,2,9,7.9,15.8
치지직,마아초,6.3,4,2.380952380952381,15
치지직,F마린,11.2,2,1.2946428571428572,14.5
치지직,민 도리,3.2,6,4.5,14.4
치지직,빠라빵코,3.7,6,3.810810810810811,14.1
치지직,다츠마,17,4,0.8058823529411765,13.7
치지직,패코,17.6,4,0.7613636363636364,13.4
치지직,댕이뾰이,14.8,3,0.8513513513513513,12.6
치지직,하루 님,2.7,6,4.592592592592593,12.4
치지직,심해새우Abyssshrimp0326,4.1,5,3,12.3
치지직,유아독,5.2,6,2.2884615384615383,11.9
치지직,트냥이,3.3,5,3.3636363636363638,11.1
치지직,김soya,1.9,10,5.7894736842105265,11
치지직,PLAYER0823,5.1,4,2.1176470588235294,10.8
SOOP,보이스큐브,3.6,3,3,10.8
치지직,백범자,1.6,8,6.1875,9.9
치지직,초버,2.6,7,3.769230769230769,9.8
치지직,빨간행인,4.6,5,2.108695652173913,9.7
치지직,김머만,5.2,4,1.8269230769230769,9.5
SOOP,갓정이,3.7,4,2.5405405405405403,9.4
치지직,미 역,2.5,6,3.64,9.1
치지직,링루아,2.6,5,3.076923076923077,8
SOOP,원숭이나무에,3.6,4,2.1666666666666665,7.8
치지직,루씨엠99,1.1,10,7,7.7
치지직,PyoZone,6.8,3,1.0588235294117647,7.2
SOOP,걍놀고싶어요,2.6,4,2.576923076923077,6.7
치지직,아스드,0.9,15,7,6.3
치지직,릴리나봉,0.8,11,7.875,6.3
치지직,아라리 Arari,2.1,5,2.857142857142857,6
치지직,보이스큐브,3.6,4,1.6388888888888888,5.9
치지직,아르카딘,6.2,3,0.9354838709677419,5.8
치지직,연봉이v,4.1,3,1.2195121951219512,5
치지직,상자 sang ja,1.8,6,2.7777777777777777,5
치지직,겜퐁,6,4,0.7,4.2
치지직,PI파이,10.7,3,0.37383177570093457,4
치지직,제이미르,1.1,7,3.6363636363636362,4
치지직,팡 현,2.7,4,1.4444444444444444,3.9
치지직,현단영,1.9,3,2.0526315789473686,3.9
치지직,우주악당해적로봇,0.9,5,4.222222222222222,3.8
치지직,김망고SS2,2.4,3,1.5,3.6
치지직,갓정이,3.7,3,0.918918918918919,3.4
치지직,동훈이네,2.1,3,1.4761904761904763,3.1
치지직,악당컴퍼니,3.2,3,0.96875,3.1
치지직,얼동주,1.1,3,2.1818181818181817,2.4
치지직,몰라나는,2.2,2,1.0909090909090908,2.4
치지직,게임애호가 쏘씩,5.3,3,0.4339622641509434,2.3
치지직,트랑스,3,2,0.5333333333333333,1.6
치지직,플라멩코,2.2,2,0.6818181818181818,1.5
치지직,아이스바이스,1.1,3,1.3636363636363635,1.5
치지직,가온길,1.2,3,1.1666666666666667,1.4
치지직,꿈은없고걍놀고싶어요,2.6,3,0.5,1.3
치지직,서제리,0.6,4,1.8333333333333333,1.1
치지직,듣말스,0.3,4,3,0.9
치지직,시로시로유,0.7,2,0.8571428571428571,0.6
