플랫폼,스트리머,포인트,최고 시청자 순위,평균 시청자 순위,뷰어십 순위,방송시간,최고시청자,평균시청자,뷰어십
SOOP,봉준,1,1,1,1,16.8,49722,25507.589285714286,428527.5
SOOP,김민교.,2,2,2,2,17.2,23215,15130.377906976744,260242.5
SOOP,이상호,3,3,3,3,16.5,19249,10602.448484848484,174940.4
SOOP,owesports,5.8,7,7,4,19.2,6745,4779.364583333333,91763.8
SOOP,항상#킴성태,6.4,4,5,9,7.8,9185,5966.333333333333,46537.4
치지직,아오쿠모 린,11.6,8,8,17,6.3,5927,4689.079365079365,29541.2
SOOP,남순,11.8,9,10,15,9.4,5222,3872.5425531914893,36401.9
SOOP,저라뎃,13.4,13,13,14,16.5,3791,2348.169696969697,38744.8
SOOP,이지상:),13.6,16,21,5,43.8,3044,1563.8013698630136,68494.5
SOOP,깨박이깨박이,13.8,11,22,7,32.5,4676,1556.753846153846,50594.5
치지직,아카네 리제,14,10,9,21,5.2,4755,4041.480769230769,21015.7
SOOP,하리미★ミ,15.2,6,6,29,2.9,6874,5442.724137931034,15783.9
치지직,소우릎,17.8,25,24,8,36.7,2329,1308.7711171662124,48031.9
SOOP,타요*,19.4,5,4,42,1.3,7232,7012.461538461538,9116.2
치지직,실프,20.2,29,30,6,56.2,1789,971.0480427046264,54572.9
SOOP,오아,20.4,28,25,12,35.2,2148,1242.2244318181818,43726.3
치지직,다주,20.6,21,19,22,10.1,2744,1910.90099009901,19300.1
치지직,울프,22.4,20,23,23,12.5,2778,1519.472,18993.4
치지직,룩삼,22.4,22,17,28,8,2517,1983.7375,15869.9
치지직,강지,23,19,16,32,6.9,2888,2117.623188405797,14611.6
SOOP,악어∀,24.8,12,29,27,15.2,4429,1044.6907894736842,15879.3
SOOP,임아니,27.6,30,43,11,60.3,1683,755.1077943615257,45533
SOOP,피넛ㅁ,28,14,14,49,3.7,3413,2206.5135135135133,8164.1
SOOP,수피,28.6,37,28,25,16.5,1465,1047.878787878788,17290
치지직,서넹,29,35,45,10,61.9,1530,740.4281098546041,45832.5
치지직,러너,29.8,17,18,48,4.3,2899,1942.5116279069769,8352.8
SOOP,깐숙,30.2,39,32,24,18.4,1406,953.9565217391304,17552.8
SOOP,강만식,30.8,26,51,13,66.1,2316,659.6686838124054,43604.1
치지직,마뫄,31.2,42,31,26,16.8,1255,970.3392857142857,16301.7
SOOP,감블러,31.6,44,39,18,34.4,1204,778.7093023255813,26787.6
SOOP,일루전_,33.4,23,53,19,42.3,2374,632.4822695035461,26754
SOOP,비챤,33.4,15,11,65,2,3117,2830.35,5660.7
SOOP,도현ツ,34.4,40,50,16,44.3,1401,674.431151241535,29877.3
치지직,빅헤드,34.6,33,27,43,8.5,1548,1057.6823529411765,8990.3
