플랫폼,스트리머,방송시간,최고시청자,평균시청자,뷰어십
SOOP,항상#킴성태,45.5,20523,9095.048351648351,413824.7
SOOP,봉준,17.2,44489,22241.779069767443,382558.6
SOOP,김민교.,21.7,24077,14381.15207373272,312071
SOOP,저라뎃,58.2,6808,3434.991408934708,199916.5
SOOP,이상호,25,14418,7868.128,196703.2
SOOP,징버거☆,30.4,6267,4181.9276315789475,127130.6
SOOP,오아,67.6,4831,1763.6360946745563,119221.8
SOOP,타요*,22.2,7081,4839.90990990991,107446
SOOP,천양,15.1,11391,5557.615894039735,83920
SOOP,감블러,49.3,4796,1694.5314401622718,83540.4
SOOP,이지상:),34.5,12286,2334.8608695652174,80552.7
SOOP,owesports,18.2,5980,3837.8846153846152,69849.5
SOOP,강만식,62.8,3024,941.6624203821656,59136.4
SOOP,임아니,50.8,3522,1134.4035433070867,57627.7
SOOP,비챤,17.6,3588,2871.9261363636365,50545.9
SOOP,수피,47,1600,890.8574468085106,41870.3
SOOP,남순,9,5576,4552.533333333334,40972.8
SOOP,EscA_에스카,46.6,2525,861.1394849785407,40129.1
SOOP,깨박이깨박이,32.2,5086,1200.72049689441,38663.2
SOOP,우왁굳,3.4,12226,10541.29411764706,35840.4
SOOP,조디악악악,70,1111,472.88,33101.6
SOOP,감스트,2.8,13868,11376.07142857143,31853
치지직,아카네 리제,10.4,3626,3062.3076923076924,31848
SOOP,일루전_,36.2,2941,681.9696132596686,24687.3
SOOP,깐숙,23.7,1447,1017.9535864978903,24125.5
SOOP,도현ツ,30.5,1444,776.4459016393442,23681.6
SOOP,뽀린걸,47.1,1158,497.66454352441616,23440
SOOP,바밍_,47.7,2588,485.55765199161425,23161.1
SOOP,쪼낙,46.1,1686,484.3340563991323,22327.8
치지직,다주,12.7,2703,1734.5433070866143,22028.7
SOOP,양도끼,33.3,1040,637.6636636636637,21234.2
치지직,아오쿠모 린,5.6,3817,3324.714285714286,18618.4
치지직,서넹,24.5,1141,716.2081632653061,17547.1
치지직,치킨쿤,20.7,1249,765.2125603864735,15839.9
치지직,하나코 나나,5.9,3587,2659.322033898305,15690
치지직,빅헤드,8.2,2841,1909.841463414634,15660.7
SOOP,해기_,46.9,972,322.1940298507463,15110.9
치지직,아라하시 타비,3.9,4603,3750.051282051282,14625.2
치지직,마뫄,12.8,1621,1090.8125,13962.4
